Author,Text,Published At,Likes,Type,Parent ID,script,language,emoji_count,word_count,source
@realmadridismyclub7412,"I really like the video and appreciate many things you said. Kudos to team behind this. But here is my suggestion about the video, Your channel is growing so so fast just because you have had an amazing content but pl, go with full nepali language, Couple of time i realised that you spoke deep English meaning words. Be careful with it. Les go for 300k subscribers.<br><br>Love from Pokhara ❤",2024-03-22T05:51:55Z,0,Comment,,latin,english,1,70,youtube
@ki_kiwi-v6c,Dada tapai ko video Malai ramro lagxa dherai interesting xa euta IT  ko barema video chaiyo .. please,2025-07-23T12:36:04Z,0,Comment,,roman_nepali,nepali,0,17,youtube
@manojkunwar8017,Amazing bro.,2024-05-23T06:50:14Z,0,Comment,,latin,english,0,2,youtube
@COOLxJOD,so heart touching dai,2024-03-26T03:26:12Z,0,Comment,,roman_nepali,nepali,0,4,youtube
@prajwalkhadka5281,Wow सकारात्मक भिडियो ।,2024-04-07T15:28:36Z,0,Comment,,code_mixed,nepali_english,0,4,youtube
@susmitashrestha1622,I will respect this video😔😔😔,2025-01-15T16:29:52Z,0,Comment,,latin,english,3,5,youtube
@ashimasoro9311,always optimistic,2024-03-23T16:29:31Z,0,Comment,,latin,english,0,2,youtube
@prakashdhungana1498,"To all youths thinking to bring change in Nepal, let's connect and make a group and do sth.",2024-04-06T01:37:49Z,0,Comment,,latin,english,0,19,youtube
@dipakthakur5973,And we are proud nepali,2024-07-21T16:55:51Z,0,Comment,,latin,english,0,5,youtube
@Miss_Rasu555,🥹❤️thank you for the motivation🙏,2024-03-22T14:04:20Z,0,Comment,,latin,english,3,5,youtube
@Sudhanshu_Bara,Great video ❤ . Please make video in problem of open boarder of Nepal with India.,2024-03-23T06:18:18Z,0,Comment,,latin,english,1,14,youtube
@ramanbhujel6703,"point to be noted , When there is lot's of problems , there might be opportunities as well , just we have to observe our surrounding ...",2024-03-22T04:43:58Z,0,Comment,,latin,english,0,24,youtube
@SunilChapain-np1kw,"Very good analysis. Tapailai j lagxa malai ni tehi lagxa,,,",2024-09-28T15:25:23Z,0,Comment,,roman_nepali,nepali,0,10,youtube
@TrendyShortzzz,Vai ko kura thik ho ramro lagyo video,2025-06-22T21:25:44Z,0,Comment,,roman_nepali,nepali,0,8,youtube
@acharyasudip_7777,best ever❤,2024-03-23T15:18:59Z,0,Comment,,latin,english,1,2,youtube
@Manav143-g7l,THANK YOU DAI❤,2024-03-22T12:17:54Z,0,Comment,,roman_nepali,nepali,1,3,youtube
@JeeVan7-x1q,U r amazing bro.,2025-12-28T15:48:58Z,0,Comment,,latin,english,0,4,youtube
@watchloverman,Very informative bro,2024-03-23T03:39:01Z,0,Comment,,latin,english,0,3,youtube
@pravinbhurtel778,First part of the video was quite good but it diverts from its content from there and fades little bit. Good try. God luck,2024-03-25T01:44:17Z,0,Comment,,latin,english,0,24,youtube
@Yatrii1,So touching and reality now im goin to dump my plan for abroad will go to do smtg here in my country 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,2024-03-22T02:04:31Z,0,Comment,,latin,english,12,22,youtube
@dibashthapa6516,Thank you dai ❤,2024-03-26T14:54:57Z,0,Comment,,roman_nepali,nepali,1,3,youtube
@sagarparajuli5749,Thank you <br>Aafno Thinking ma believe garaye ko ma,2024-03-24T12:21:34Z,0,Comment,,latin,english,0,9,youtube
@kritika0li742,wonderful video... really impressed and motivated.... ma ta bidesh mai permanently basne kura ta sochna pani sakdina. tapaile jasari youths hareu le sochera himmat dekhayera system sanga ladna sake kati ramro hunthio hamro desh.... bidesine youth le socheko khojeko jastai banne thio hola,2024-03-27T11:05:41Z,0,Comment,,roman_nepali,nepali,0,43,youtube
@SillySallyMoments,"What a wonderful video! Nepali lai Nepal ko maya navayekk haina tara desh ko awastha le nai bidesh puryayeko chha tara malai yeutai soch le rokeko chha ki  ""Savai baira gaye pachhi ghar kasle herchha?"" Nepal ghar ho hamro, Nepal banaune jimma hamro ho. Sakey Nepal mai garne nasakey Nepal mai marne athod le Napal mai chhu ma jasta kayeu ajhai chhau hola. Kasto nasikiyela ra aafnai ghar samhalna.",2024-04-12T14:15:00Z,0,Comment,,roman_nepali,nepali,0,69,youtube
@opq98765,Dheraii ramro video,2024-05-13T07:34:21Z,0,Comment,,roman_nepali,nepali,0,3,youtube
@sameergurung1997,Maile sochay ko haru vanyo😊❤,2024-03-25T03:21:08Z,0,Comment,,latin,english,2,5,youtube
@TheNealRigga,"Your videos need to reach more audiences of every age everywhere, and keep up with these help.<br><br><br>( You watch one piece?)",2024-04-10T07:00:11Z,0,Comment,,latin,english,0,21,youtube
@PuranoKalam,Mann xoyo.. Dhannai aasu aayo. Hami ek din awasya thokinexau.,2024-04-21T17:59:42Z,0,Comment,,roman_nepali,nepali,0,10,youtube
@eurekasubedi4958,Ma Nepal mai baschu ❤ जय मातृभुमि,2024-03-22T04:02:29Z,0,Comment,,code_mixed,nepali_english,1,6,youtube
@Netrabelbase,Content ta ramro lagyo jaba samma nepal ma bhrastachaar.  Lai.   Jaba samam control garna sakidainani. Deshma.   Baliyo sarkar bandaina taba samma  deshma rojgaar ko.  Aadhar bandaina,2024-09-21T09:34:36Z,0,Comment,,roman_nepali,nepali,0,26,youtube
@denesh-l1b,Your guse 🤔 10 years good change <br><br>I also agree ..,2025-05-27T12:54:41Z,0,Comment,,latin,english,1,9,youtube
@LuZoSaThnx,I feel emotional at the end 😞❤️🫂,2024-03-23T09:30:41Z,0,Comment,,latin,english,3,6,youtube
@thecaseanalysis,"That why I am commited not to leave this country, primary reason is family and secondary is scope.<br>Hat's off for this motivated fabulous relevant content.",2024-03-24T15:03:22Z,0,Comment,,latin,english,0,27,youtube
@Whatsthatbro227,Thank you.,2024-03-23T03:21:21Z,0,Comment,,latin,english,0,2,youtube
@shilshilaacharya3883,"Yes, we will be the ones to change the system (paddhati) of this country so we can accommodate our friends back in the country. ❤❤❤",2024-03-23T11:27:23Z,0,Comment,,latin,english,3,24,youtube
@BAUSAB1996,Touched by the video but hope I’ll be back to my own home country 😢,2024-03-26T03:44:44Z,0,Comment,,latin,english,1,15,youtube
@BlueeverestBlueeverest,Truth is always bitter 😔,2024-03-24T02:44:41Z,0,Comment,,latin,english,1,4,youtube
@kumbirvlog2316,reality video,2024-03-23T10:31:09Z,0,Comment,,latin,english,0,2,youtube
@ananda.bidari,You got new subscriber.,2024-04-27T16:40:13Z,0,Comment,,latin,english,0,4,youtube
@sumitgc8031,Big fan hai sir😊,2024-03-22T19:28:22Z,0,Comment,,roman_nepali,nepali,1,4,youtube
@hikmatmajhi200,Well explained,2024-03-26T07:10:43Z,0,Comment,,latin,english,0,2,youtube
@pratikmanshrestha5856,U are and your content😢❤ i am currently doing part time digital marketing but i am not leaving this country ☝️💪,2024-03-25T17:33:31Z,0,Comment,,latin,english,4,20,youtube
@suryasharma4635,मलाइ त यो video मा देखाउन खोजेको सबै चिज मन पर्यो | तपाई राम्रो content choose गर्नु हुने रहेछ | विदेश जाउ की नेपाल मै बसु भनेर दोधारे भएका युवा लाइ राम्रो संदेश दिनुभएको छ | म फेरी सोच माग्न भए - विदेश जाउ की यतै बसम .......,2024-03-26T09:05:54Z,0,Comment,,code_mixed,nepali_english,0,43,youtube
@Sitganga,i think i would be happy to stay in Nepal ❤,2024-03-30T16:48:05Z,0,Comment,,latin,english,1,10,youtube
@kaikaikikiTEMPO,Thank you,2024-03-24T03:30:55Z,0,Comment,,latin,english,0,2,youtube
@rocketboy9737,"ma chai Kei Expertise layera farkina parcha vanne Soch ma chu, Taba sama man ko kura man mai !! But really appreciate your efforts and skills Brother and your Team! from Canada.🪡",2024-04-11T04:03:21Z,0,Comment,,latin,english,1,31,youtube
@ReedamBasnet-hq6zo,you are brilliant,2024-05-12T18:34:06Z,0,Comment,,latin,english,0,3,youtube
@Animeworld20231,changing the traditional education system into practical educational  system nepal can somehow change the situations.,2024-09-09T17:09:33Z,0,Comment,,latin,english,0,15,youtube
@YadavChhetri-x1p,Well said,2024-04-02T03:51:28Z,0,Comment,,latin,english,0,2,youtube
@ramesh1344,Good content,2024-03-30T13:30:50Z,0,Comment,,latin,english,0,2,youtube
@pforpassion8401,"Music ra movie haru le dherai inspire garna sakinxa saabailai desh premi banna ra desh ma basna lai tyei vayera b grade movie banaunu ko satta alik logical ra desh premi movie bannu paryo, ani maya prem ra depresaive geet ko saath saathai desh ko barema geet bananu parxa, artists ra art dherai matter garxa deah bannu ma, yesle dherai contribute garxa desh banna, bbakwash kura gareko jasto lagna sakxa tara dherai country haru xa yesko example, main example is india",2025-03-05T22:21:40Z,0,Comment,,roman_nepali,nepali,0,81,youtube
@y4ff195,Yo video aaile samma kai best video ho mero lagi,2024-03-24T09:51:48Z,0,Comment,,roman_nepali,nepali,0,10,youtube
@pushpachaulagain728,"Though I am also studying outside of Nepal. ""With the help of my passion, educational background and opportunity I have had. I will promise to contribute for the betterment of my country no matter what. And work hard everyday.I refuse to die without helping my country ""Nepal""  that gave me everytthhiinnggg.",2024-03-22T04:37:53Z,0,Comment,,latin,english,0,52,youtube
@prajjwal-chaulagai,This is the greatest opportunity. As everyone is moving out there's a vaccum in country. I see people with exceptional skills and entrepreneurship will excel in Nepal within a couple decades.,2024-07-26T04:25:18Z,0,Comment,,latin,english,0,32,youtube
@samirsen3239,I am a Student Currently Studying In Bachelors This video has 100% nailed it in this one,2024-03-23T14:41:05Z,0,Comment,,latin,english,0,17,youtube
@sans809,Literally crying while watching this video 😭😭,2024-03-22T06:10:56Z,0,Comment,,latin,english,2,6,youtube
@Prasant-10-17,I am currently studying in class 11. This content is way more effective for me. Now I can make decisions either live in Nepal or leave it. Thank you sir from this student.,2024-03-24T11:54:50Z,0,Comment,,latin,english,0,33,youtube
@योगाउँकोठिट्टोम,nice video 👍️,2024-03-31T21:56:06Z,0,Comment,,latin,english,1,2,youtube
@alisharanjit4717,"For some reason, I'm crying so hard while watching this video",2024-03-27T07:39:39Z,0,Comment,,latin,english,0,12,youtube
@aakashkarki,Ni ce research,2024-09-24T15:03:04Z,0,Comment,,latin,english,0,3,youtube
@Shresthamanita,Good job,2024-03-23T11:49:27Z,0,Comment,,latin,english,0,2,youtube
@Neha-sy3wp,Last part just make me sad 😭,2024-03-22T04:20:43Z,0,Comment,,latin,english,1,6,youtube
@rambhujel1554,Huna ta ho yo desh mai baseyra khe garxu vanee haru lai bachnai garo xa🤞💗 <br><br>Tyhe vayara sabai ko sapana nai jasare vaya pane bidesh janu nai ho😥,2024-03-23T13:04:23Z,0,Comment,,roman_nepali,nepali,3,28,youtube
@DevGtm-dt6if,Tq ganatantra,2024-07-23T17:17:38Z,0,Comment,,latin,english,0,2,youtube
@SimaBudha-i6s,😢😢😢no words.,2024-06-02T03:19:10Z,0,Comment,,latin,english,3,2,youtube
@ItihasSigdel,Love it,2024-03-23T13:46:03Z,0,Comment,,latin,english,0,2,youtube
@kcpranzal7944,Hjur ko yo video herera alikati  chai asabadi vaye ma 😢,2024-05-23T03:06:05Z,0,Comment,,roman_nepali,nepali,1,10,youtube
@sudipkhatriofficial6680,that the last things which you says <br>kosis gareko ho dherai  j garda ni nepal ko job ko income ley ghar ma afu lai palina garo huney afu chayako yauta bike kinna ta sakidaina ghar ko aaama buwa bihe vaya si ko kurai xutai ani arko kura system <br>system paila nepal ko change vaya si i iwill be back ani garxu nepal ma nai kei <br>    yaoua job ko lagi neta haru ko afno amney hunu parxa ya thulo padh ma afno koi manxe natra hami jasto ley job pauna ta khoi<br>    thanks hajur ko kura ley sarai chitta bughyo,2024-05-29T05:35:03Z,0,Comment,,roman_nepali,nepali,0,99,youtube
@jagatpaswan9029,"2081-01-01 ma m yo video herdai chhu, after 10 years I'll be back here I hope the goal I've decided to achieve will definitely be there in 2091 thank you so much for your information ❤",2024-04-13T17:30:28Z,0,Comment,,roman_nepali,nepali,1,39,youtube
@puresmiles1755,Video on bureaucracy in nepal👍,2024-04-04T16:00:43Z,0,Comment,,latin,english,1,5,youtube
@hidden3202,hajur le yo video tw banaunu bhayo sabbai hernu pani heryo <br>                          tara power ma bhako manxe haru le yo sabai ignore garxan bhanne ki desh lai sabhya garna man nabhako ho<br>Awaj uthyo dabaune ma matra soch xan.................. k garnu <br>                                                 Aba kehi barsha paxi jagarukh uwa haru ko udaiya hune xa government choose garna sakne hunne xa ............<br>aba aaunne chhunau ma hernu parxa hamro bhawisya k hunne xa....<br>                        hernu parxa nepal ko naya uwa le kaslai choose garne xa aafno leader ko roop ma.....,2024-03-22T04:48:13Z,0,Comment,,roman_nepali,nepali,0,84,youtube
@AayushMagar-z8p,Nepal ma ta abaw janawor pani baachna gaaro vaisakyo maanxe ko ta kurai  xaadau sakiyo Nepal sab vrastchaar ra garibile khaisakyo,2024-05-13T16:26:21Z,0,Comment,,roman_nepali,nepali,0,21,youtube
@princeksr3028,Very good,2024-03-26T11:30:35Z,0,Comment,,latin,english,0,2,youtube
@sudipkc00,"competition kaam hune wala kura; jaba population nai ghati rako xa vani services,business chaine ni ghatni nai ho ani aile jasto dherai loksewa, or such service ko lagi khulni seats ni less nai hune ho competition matra haina teo related opportunity ni ghatxa",2024-03-24T06:43:53Z,0,Comment,,roman_nepali,nepali,0,44,youtube
@nkhcty3257,"Daju,""hajur kw video la saraii naii mann laii choioo",2024-03-26T09:12:45Z,0,Comment,,latin,english,0,10,youtube
@vivekpoudel7815,You are best content creator.i am very interested with your video. How you make this type of videos as a content creator.can you tell me for motivated for me.....,2024-03-23T09:45:06Z,0,Comment,,latin,english,0,31,youtube
@ajitkarki6890,"I used to have the same potential of doing and staying in my own country. Although i was working in the government sector. I left the government job, and  I went Australia for higher study and better future. I don't have any regret coming to Australia, sometimes I realised life used to  be simple, better in Nepal. I have faced the hardest moments of being far from the family, country, and struggling life here. It's all how, where you take your life. However, if you have determination and patience to your dream, you can reach your goal wherever you live.",2024-03-22T21:04:10Z,0,Comment,,latin,english,0,102,youtube
@sauravbhandari3791,Yo video kp ba parchanda and sher bahadur lai puryanusta ❤ balen is top ❤😢😢😢,2024-03-24T02:00:13Z,0,Comment,,roman_nepali,nepali,5,13,youtube
@abstractridge,Nepal mai basne le like garnu hola ✅,2024-03-26T05:25:35Z,0,Comment,,roman_nepali,nepali,1,7,youtube
@hamroprint-p9z,"Yes ! IT sector ma skills gain garyo vane. ramro hunxa. No college degree, no tension !",2024-03-23T10:23:47Z,0,Comment,,roman_nepali,nepali,0,15,youtube
@roshanayer3795,"Nepal really needs to follow ‘The Mahendra Path’ for stabilisation anyatha kunai baad ya kunai bideshi tantra le desh sakkauna bahek aru kehi gardaina.<br>Sabai jana ek bhayera aafno aafno thau bata garne ho bhane asambhab kei panj chhaina.<br>Jaya Nepal , Jaya Desh🇳🇵🕉️",2024-03-22T05:13:25Z,0,Comment,,roman_nepali,nepali,3,43,youtube
@Sanjikun00,I wasn't expecting MAYA!,2024-03-26T17:04:53Z,0,Comment,,latin,english,0,5,youtube
@prasan_chhetri,Timestamps (Powered by Merlin AI)<br>00:04 - Consideration to stay or leave Nepal<br>04:27 - Discussion on staying or leaving Nepal<br>08:19 - The video discusses the decision to stay or leave Nepal.<br>12:16 - Discussion on staying or leaving Nepal<br>16:15 - Earning in dollars and spending in rupees is fascinating<br>19:44 - Consider staying in Nepal for its cultural richness.<br>23:04 - Debate on staying or leaving Nepal<br>26:25 - Decision to stay or leave Nepal,2025-01-22T07:57:43Z,0,Comment,,latin,english,0,78,youtube
@kale_bhai,"The thing about competition is, if the number of competitor is less then the quality of competition is degraded as well.",2024-03-23T06:53:24Z,0,Comment,,latin,english,0,21,youtube
@SaBeen-lo4xe,"Dheraii naii ramrro fact vannu vayo daii,so ahile moh India ma kaam gardai Xu Ani mero aafno sochai nii testai xa kii 1 din moh aafnai desh ma farkerw jane Xu rw yaha kamayako paisale kehi business garxu aafulai knowledge vayako sector ma.i love my country 🇳🇵🇳🇵🇳🇵🇳🇵",2024-06-04T08:03:50Z,0,Comment,,roman_nepali,nepali,8,48,youtube
@beshrof,as a class 12 pasout just now I am also in such a dilemma for my future,2024-05-08T16:40:22Z,0,Comment,,latin,english,0,17,youtube
@funwithyou1329,मैले यो कमेन्ट छाडेको छु । म नेपालमै बसेर केहि गर्नेछु मेरो परिवारको लागि ❤ । अब केहि बर्षपछि यो विडियो र कमेन्टको सम्झनाको लागि #nepal,2024-03-24T17:27:48Z,0,Comment,,code_mixed,nepali_english,1,24,youtube
@suyogadhikari1119,Leaving this shit,2025-12-05T12:01:42Z,0,Comment,,latin,english,0,3,youtube
@anitaranabhat7825,What a scary truth😢,2024-09-25T11:56:02Z,0,Comment,,latin,english,1,4,youtube
@sukmayapun2018,भाइले भिडियो को अन्तयतिर भनेको भनाईले सारै भावुक बनायो र आशआदी पनि बनायो,2024-03-27T02:29:31Z,0,Comment,,devanagari,nepali,0,13,youtube
@thefactie7640,जय देश 🇳🇵❤,2024-03-22T06:08:17Z,0,Comment,,devanagari,nepali,3,2,youtube
@kwk3b4bb4,"Bro, I am also going abroad.❤❤",2025-01-16T13:45:49Z,0,Comment,,latin,english,2,6,youtube
@AvayVetwal,Boom Boom 💥,2024-08-22T09:52:16Z,0,Comment,,latin,english,1,2,youtube
@roshanpokharel999,Ma jun kuraley nepal bsnw chahanxu tei kura tapaile bhnubhayo❤.<br>Asa xa ekdin maile bidesh batw  bhitraye ko dollar ley mro desh kai naharaos rw rahirahos❤😢.,2024-03-22T06:22:31Z,0,Comment,,roman_nepali,nepali,3,26,youtube
@tayariloksewa,i  also think same,2024-03-22T15:00:23Z,0,Comment,,latin,english,0,4,youtube
@minu3,"They're looking for saviour, you look for safety ❤",2024-04-01T01:20:05Z,0,Comment,,latin,english,1,9,youtube
@sakunashrestha5393,Tai Kura lay nai ho ma pani back to Nepal vako kaie garnu xa afaienai desh ma ❤❤❤,2024-03-25T15:51:08Z,0,Comment,,roman_nepali,nepali,3,17,youtube
@sisnudhedo75,"It’s a harrowing data and almost an apocalyptic situation we are in today.  A dire situation as if South Vietnamese people desperately living Hanoi in 60s to evade the North Vietnamese communist attacks.  Today no family, household or community is immune from their near and dear working abroad.  Instead of as to how we can encourage them or facilitate their safe return  to the country our politicians such as Lal Babu Pundit and many others are up in arms with their idiotic rhetorics.  We must bring sensible changes to balance this one way traffic now or face the ruins.",2024-04-28T09:17:51Z,0,Comment,,latin,english,0,100,youtube
@PhurkuTamang,Pls make video about IT sector,2024-03-26T11:47:05Z,0,Comment,,latin,english,0,6,youtube
@Cinemagic-2024,Mailey yo video just time pass ko lagi click gare but this video..... 😮😮😮😮😮😮😮😮,2024-05-22T03:02:18Z,0,Comment,,roman_nepali,nepali,8,13,youtube
@sushmitasubedi7583,I am commenting this from “bidesh”. I never wanted to come. I was a nurse but after by bachelor i lost my hope. Jo pani yo video nepal bata heri rakhnu vako cha i hope you guys get courage to stay in nepal and be a change factor. I couldn’t do that because IT vahek pani dherai profession cha that needs change.,2024-03-24T12:12:29Z,0,Comment,,roman_nepali,nepali,0,63,youtube
@Himalayan_Admin,I wanna be that kanxa dai❤,2024-08-14T08:58:29Z,0,Comment,,roman_nepali,nepali,1,6,youtube
@simplesiru,"Haami afno desh lai recover garney soch ma leuna parcha.<br>Ek huna parcha. Balen Shah le ma matrai antim saas ho vanera daabi lagayesi man ekdam siringa vayeko thyo. <br>Politically fight gardai cha, kina vaney, waha Nepalkai youngest leader ma parincha. The youth wants changes. Tara hernus, ahile pani kati jhamela ma fasai rahecha garchu vanne haru lai. <br>Adik huney samaya ai raheko cha,jasari aghi India ko e.g diye jasari. <br>I want to return and do smthg in Nepal, sikchya chettra ma. Kina vane malai desh ko maya ra vavishya ko laagi asha vayekole garda ho.<br>Ma Nepal bata ho vanera garba saath aaja pani, bidesh mai vaye pani ma vandai ayeko chu. Desh ko awastha ahile j sukai hos, Loyalty ko laagi kina hos, afu Nepali nai ho vanera chinauna ma pachi hatney chaina.<br>Lastly, this channel needs more subscriber.",2024-06-04T19:08:57Z,0,Comment,,roman_nepali,nepali,0,143,youtube
@cheyanchh1682,Nice deshmai kai garna parxa vanni sooch xa but economically struggling family,2024-07-16T10:57:23Z,0,Comment,,roman_nepali,nepali,0,12,youtube
@eleven-b5f,"At least , firstly try to stay here in nepal , i am one of them ..... ❤ padey lekhey ko Youth vaye po desh banxa , kam nalagdo system change hunxa ....",2024-03-24T04:19:03Z,0,Comment,,roman_nepali,nepali,1,27,youtube
@bishwashb.k2503,Make a video on pokhara about challenges tourism,2024-03-23T18:42:10Z,0,Comment,,latin,english,0,8,youtube
@san7455,Aako vedio man bata man paryo,2024-03-26T13:09:39Z,0,Comment,,latin,english,0,6,youtube
@Rabisotimagar,One video 100 knowledge,2024-10-29T17:35:55Z,0,Comment,,latin,english,0,4,youtube
@Haribhaiofficial854,नया youtube साथिले एक अर्कालाइ सपोर्ट गरौ है🎉🎉🎉🎉🎉,2024-04-06T16:22:35Z,0,Comment,,code_mixed,nepali_english,5,8,youtube
@ankitdhakal6852,Feri Nepal aau (yaha dherai job pauna milxa aba ) 👍👍👍😍😍,2024-04-07T19:29:06Z,0,Comment,,roman_nepali,nepali,5,9,youtube
@alwaystruthNp,"एउटै मन कतिपटक जित्छौ भाई यार॥<br>सबै ठीक छ । “भौतिक सुविधाको मात्र पछि लागेर मात्र जीन्दगीमा शान्ति मिल्दैन” भन्ने कुरो थपिदिएको भए सुनमा सुगन्ध हुनेथियो। अनि नेपालमा IT मात्र होइन, tourism business मा पनि राम्रो सम्भावना छ है॥",2024-03-30T04:22:02Z,0,Comment,,code_mixed,nepali_english,0,39,youtube
@thakuri3423,Dai omini scandal ma vedio banaunus na.big fan ❤,2024-03-22T10:28:34Z,0,Comment,,roman_nepali,nepali,1,9,youtube
@just_dipesh,mero ni abo 12 sake xi plan tei thiyo tara plan change garum jasto lago ❤️,2024-08-02T16:33:34Z,0,Comment,,roman_nepali,nepali,1,15,youtube
@kiranpanth2057,"if leaving country increase rapidly day by day , in certain time , country face huge , economic cricis and youth !!",2024-09-23T21:27:53Z,0,Comment,,latin,english,0,18,youtube
@dineshshrestha-w8s,१५ वर्ष अगाडी मैले पनि यही सोचेको थिए ! आज सम्म कठै मेरो देश । अब तपाईको video ले अझै पनि म आशा गर्दछु । But again I dont think with this kind of situation we should stay still in Nepal 🤔,2024-03-25T23:05:57Z,0,Comment,,code_mixed,nepali_english,1,40,youtube
@bikalpakhanal9351,sai hoo,2024-03-22T09:10:46Z,0,Comment,,latin,english,0,2,youtube
@roshanpokharel999,"Tapaile bhnu bhayo ni video graphic, editing,content creation kunai private scl ley afai koi rmro professional lai hier garerw suru gryo bhne jslai padhmw man xaina tniharule tyo apdhxan rw bahirw gayerw hos wah nepal ma baserw kei grxu bhne majale grnw skxan❤hope anybody will strt it up.",2024-03-22T06:42:57Z,0,Comment,,roman_nepali,nepali,1,50,youtube
@Sushan_Khatiwada,For growth in IT sector in Nepal. The government should make international payment good and work to improve it because there are no any options to withdraw dollars in Rupees in our Local Bank.,2024-03-22T05:12:54Z,0,Comment,,latin,english,0,34,youtube
@dhrubakoirala2046,"Simple cha, Jobs haru create garnu paryo, government le create garnu pardaina jobs, buisness garney anukul environment, policy ra system matrai banayo bhaney manchey haru afai le Jobs create garchan.",2024-03-23T03:40:05Z,0,Comment,,roman_nepali,nepali,0,30,youtube
@SumitDahal-c7r,I am crying with this .. sold my nationality for happiness. After a decade..i think I left that happiness behind in my own country ❤,2024-09-18T10:53:06Z,0,Comment,,latin,english,1,24,youtube
@Adventureswitharbin,Dubai ma basera yo video herda ta kaile nepal farkim vayo ho😢❤,2024-03-25T19:47:11Z,0,Comment,,roman_nepali,nepali,2,12,youtube
@sameeksha009,Being a modern slave in foreign which will take off our own experience for living and fooding expenses soo we should focus on Nepal condition jay Nepal 🇳🇵🫶,2024-07-25T09:41:28Z,0,Comment,,latin,english,3,27,youtube
@neharikashrestha6563,Comment  section is more 😢sad than the video it’s so saddening to see a reality of our country nobody like to leave their home country I bet everyone but we have the financial responsibilities after all. Money matter to survive in this expensive world and marring is realising love is not enough to survive but money is,2024-09-09T09:28:28Z,0,Comment,,latin,english,1,58,youtube
@kshitizkirati9244,Bro lea vedio lea chai maan ma keai chai banuxa,2025-01-24T16:04:42Z,0,Comment,,latin,english,0,10,youtube
@anuragadhikari8325,Videsh bro,2024-03-23T22:45:45Z,0,Comment,,latin,english,0,2,youtube
@Hsenidinesh52,"Euta major factor chai Health security pani ho. Loan, emi ani basic expenses ramrari afford garna nasakeko bela it's certainly hard to afford  major health issue to any of the family members.",2024-09-11T09:09:04Z,0,Comment,,roman_nepali,nepali,0,33,youtube
@rajuguragain2626,It sector ley india lai dharai positive grow gari sakyo aaba nepal ko palo ❤ sabai kura ko expired date hunxaw hamley nepal bandha loadsheeding jasto thulo issues bata mukti pai Sakim nepal will change soon we have to change it ❤ ids and 90% social media influencer knows how to dimotivated youth sushant pradhan ko recent video properly explain gariyako xaw kasari nepal change huni wala xaw❤,2024-03-22T06:02:38Z,0,Comment,,roman_nepali,nepali,3,66,youtube
@bollywoodbazar,please make a content on fixed ma paisa rakhera basne ra aseet ma invest garnu satta materials ma paisa invest garne trend,2024-03-22T13:18:09Z,0,Comment,,roman_nepali,nepali,0,22,youtube
@shivabhakt11,Ma pani usa  jana lageko xu hai.ma pani nepal tw farkidina hola,2024-05-11T06:44:10Z,0,Comment,,roman_nepali,nepali,0,13,youtube
@variyazion,Thank you for using the photo of my house's shutters without permission.,2024-03-24T00:35:22Z,0,Comment,,latin,english,0,13,youtube
@ayushjungxetri1753,"I believe that most of the Nepali students who have been studying abroad will return back home and start working in the country with experience,  knowledge and skills as we all have a great plan to boost up Nepal and personal financial growth.<br>I believe young will return backs home. I will return too 😀",2024-03-24T17:05:23Z,0,Comment,,latin,english,1,54,youtube
@SwostikTiwari,Probability Ra reality to different things k huncha vandha ni ! self growth ma Manche ko focus huncha home country or foreign country is two choices we all Nepali  have desh bhakti won't make food on the table better career money makes food on  the table at last the question arise should we leave or should we stay 😢,2024-03-23T08:38:21Z,0,Comment,,roman_nepali,nepali,1,58,youtube
@Isongmake,"When issues like corruption, mismanagement, dirty politics, and transportation are resolved, we will certainly do our best to return to Nepal and contribute. Otherwise, it is too risky for us to come back and struggle with flawed systems, especially when we are accustomed to a higher quality of life abroad. We have seen how much Rabi Lamichhane and his family had to endure to bring about change, which I couldn't tolerate if I was in his place. (From someone doing a PhD abroad)",2024-06-12T10:40:43Z,0,Comment,,latin,english,0,84,youtube
@mr_hits77,Yo video ma college ko homework gardei suni raxu ...ma nih janxu bidesh due to ghar ko pressure,2024-08-25T17:09:45Z,0,Comment,,roman_nepali,nepali,0,18,youtube
@rahulparajulee2299,"Like others I left the country, but unlike others my goal is to bring not only money but my expertise and skills for my country. Hope everything goes as planned ✌️✌️",2024-03-23T02:47:42Z,0,Comment,,latin,english,2,30,youtube
@ShresthaSanjeev,kura haru jati share garnu vayo sabai milyo ma seetw ani mero friend group ma manai ho bidesh janna vanni 4 jana ko group bata eklo basney wala xu... thanks it sector is best ho aaile ko nepal ko halat dekherw vanna lai.. mani it nai padhdai xu...tapai bahun vayerw hola kura haru yesto milirako theyo ki ashu nai aayo mero love relation ship seetw ni milyo ani sathi ko mami ko kura ani aru thuprai>>>>,2025-01-26T17:27:01Z,0,Comment,,roman_nepali,nepali,0,77,youtube
