comment,intent,primary_driver,value_orientation,affect
"You are contain are marvelous keep up the work. :)","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Thanks for such informative video❣️","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"You are doing great brother. I personally am so proud of you😊❤ The level of research and hardwork you have put in every video is amazing ❤","Neutral/Observation","Family Obligation","Individualist-Self","Pragmatic"
"dash ramro vaideko va kina yetro dukha garteha holan","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"No it&#39;s not worth it....","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Wow...what a research what a content..<br>you deserve more views and subscribers...hats of to you brother....<br>keep uploading such quality content","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Again Thank you! for great content.  😭 Hope you reach 100k until next video comes","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Idk much about USA  but While i was working in Australia Detention centre hv meet 3 nepalis  middle age bro who reached to Australian land via similar way. They used  to say spent about 15/20 lakhs.  Hearing their story was frightening. They came nepal to delhi , Delhi  to Bangkok,  Bangkok to Jakarta,  Jakarta to Christmas island in Australia.  Boat ride from  Indonesia to Australia is absolutely death cheat. Its not safe , its dangerous, even tho if u ever reach to Australia or any other nation u will not grant a asylum. Be sure my nepali bro/sis plz dont try this way. It doesnt worth at all. Its risk of ur life 9/10. Especially for nepali  peeps close to impossible to get asylum coz we dont hv civil war in Nepal.  We nepali are safe in our countries.   Any of you will find impossible to proof ur refuge.  Any country will not grant you refugees just because  you get there.  U will be turn back after many years of court battle thats for sure . Those  went druing Maoists war in nepal yes  that time we had chances of getting  refugee statue coz its was unsafe to deport you back but now things has changed, nepal is safe there is nothing to run away from nepali getting into western countries illegally except its economical immigrants. I worked closely with Border force in Australia so i can share more more informative  info to those who want to get illegally in any countries but i will always say plz dont do. Every countires main Goal is how to kick illegal immigrants out of country. So plz dont every try to this journey.","Trapped/Regretful","Patriotism/Love","Collectivist-Nation","Hopeful/Motivated"
"Wow research...what a content , what a presentation","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Awesome video with great information","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Lots of love for you hard working content","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu.. uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le.. tetro 40 50 lakh le ta afnai desh ma kei garnu ni khai buddhi...","Neutral/Observation","Family Obligation","Collectivist-Nation","Pragmatic"
"This is what quality content means.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"mero ghar xeuko dai pani america jane bhanera janu bhathyo he is lost eversince he left noone knows his whereabouts...","Pro-Migration","Family Obligation","Individualist-Self","Pragmatic"
"Good content","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"dai 100k chadai hos ani mero 1k good luck","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Very interesting news you are great bro","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Bro Respect+ for your Quality content.. On point research and commitment for content 👍","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"🛑 NO NOT AGAIN  🛑<br>CONGRESS: 🌴 ❌<br>UML: 🌞 ❌<br>MAOSIT:  ☭ ❌<br>Swotantra:   ✔️<br>अब पनि पुरानै पार्टि पुरानै मान्छे लाई भोट दिने हो भने नेपाली जनताले यस्तै दुःख भोग्नु पर्नेछ फेरि । आउने मङ्सिर ४ को चुनावमा सागर ढकाल, रञ्जु दर्शाना , रवि लामिछाने, रमेश खरेल जस्ता असल मान्छेलाई एक पटक मौका दिऔ । <br>Thank u Jay Nepal. 🇳🇵","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Hamro Gau nai rittisakyo yo bato USA jada jada","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"great content!!","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"In Sikkim too there are so many Nepali citizens having dual citizenship .Just yesterday in sera bazaar Nepal citizens who were working here were fighting with local Sikkimese .Nepali are doing many crime and they ran into Nepal .And no any criminal get arrested . They go and escape in their remote village so indian police cannot trace them and arrest them .Aaj kal Nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha Sikkim ma.yo chai roknu parcha . Neta haru ko barau vaera hidchan .in election ,neta haru brings huge Nepali citizen bus to bus . I think both indian and Nepal government need to adress this problem .In Sikkim ,people are getting badly affected by this type of open migration from Nepal to india","Trapped/Regretful","Systemic/Political Anger","Collectivist-Family","Pragmatic"
"Best youtube channel in nepal..bestest contents..keep growing..we all love you","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Dami daiii","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"GEM of Nepali YouTube ❤️","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"why so much risky moves people take in life teti mihinet garera paisa kharcha garera teso garnu vanda easily they can spend time in gulf countries with the same effort they applied taking risky moves","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"Kudos to u for uploading such relevant video on such serious issue.. Does the extended version of this video along with other footages coming soon???","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Shit  man .<br>mah nii Portugal jana lagya theya yesari naie 😅","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ramrari padha kta ho, ramro jaagir khau, sano tino business gara tei ho, yesto kam chai nagara ..","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Informative video keep going","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"The Nepali comment one of my favorites channel these dayzz","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Last week one man from my locality died at Panama on boat accident while going to America. RIP","Neutral/Observation","Family Obligation","Individualist-Self","Pragmatic"
"love your content  . Hope see more videos ❤️","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"This is all because of unemployment of our country Nepal.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Bro Sky SIM ko rise ra downfall ko Barey ma new video paum na plz ❤️","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Big fan bro 😊❤️","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Nepal ma garne taw ho ...<br>Tara garne k bato k ? Ma sanga degree taw xa Tara haat ma kunai sip xaina ....","Anti-Migration","Patriotism/Love","Individualist-Self","Pragmatic"
"I am just crying for those innocent kids 😭😭","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Sad reality of every nepali people","Neutral/Observation","Patriotism/Love","Individualist-Self","Despairing/Sad"
"Quality content ❤️","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"❤️❤️ ekdam ramro video i wish sabai nepali veda haru le herun","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"The Nepali comment never fails to amaze us ❤<br>What a quality content ❤","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Keep going brother hope mangsir 4 pachi k he haat samma desh ma pariwartan aaucha ani may be hami budo huda hamro baccha harule yesari illigal and dangerous steps haru chalnu naaparosh 🙏🏻🙏🏻","Neutral/Observation","Family Obligation","Collectivist-Nation","Hopeful/Motivated"
"There are so many facets to this journey. I have not discussed less used routes and other intricate details of the journey. I would have loved to go even deeper but I tried to explain the situation from a top down view and as an entry point to the whole crisis rather than a full on explanation. Special thanks to all those who contacted us, helped us, talked with us on Zoom meetings and social media. And if you have other facts that we have missed, feel free to add those. See you in the comments. ❤","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"Why is  this things going on from Nepal??","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Love react dinu naa bro","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Trump was right. don&#39;t come illegal.","Trapped/Regretful","Economic Necessity","Individualist-Self","Pragmatic"
"How fast video sakiyo","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Love your content. Hope to see more","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"The Nepali Comment never miss","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"Yeah man some of my villagers paid 40 lakh to go USA through illegal way and they made it but I always think it is a risky way <br>Your life&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;usa","Trapped/Regretful","Economic Necessity","Individualist-Self","Pragmatic"
"hope you will get 100k subs soon.","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"I am big fan of yours Nepali Comment! Sending Love and Support ❤️🙏","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
"These one minutes may pass so fast that I could watch video after that every second passes I get more excited for the video 💞♥️ <br>Very nice topic , great job sir 💜","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Waiting bro","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I haven&#39;t watched the video. But I am sure it is awesome, like other videos from The Nepali Comment","Neutral/Observation","Patriotism/Love","Individualist-Self","Pragmatic"
