comment,intent,primary_driver,value_orientation,affect
Such a heart <br> touching video,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
yatti majjale research garera video banayekoma  thank you,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
yestai soch bhayeko yuvaharu ko khancho cha desh lai ❤,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
Best video i had ever seeen farr❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
एकदम समय सान्दर्भिक बिषय  😔😊,Neutral/Observation,Economic Necessity,Individualist-Self,Needs Human Review
14;00 minute ko line bro. 💯,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Love you Nepal ❤❤❤,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
I usually don't subscribe... But for u bro❤ keep creating.,Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
Appreciate your effort bro😊,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Wow best content ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Video ekdam ramro xa Bhai 🎉,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Very intelligent man💗,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Why I am so emotional yar 😢😢😢 ?<br>Too much reality in this video,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
"Ooo 23 barsethito ,yo timro sabai bhanda ramro khoj ho yar , thank you ma ta ruye yar❤❤❤❤❤,off topic haina bhaiiii nature misiyeko ho ,timile dekheko ani timro GDP ,data Kai haina yo nature Ra love ho desh prati and deshko maya ,love youuuuuu😢😢da",Neutral/Observation,Patriotism/Love,Collectivist-Nation,Despairing/Sad
अब छिट्टै म पनि देशको ठूलै youtuber बन्ने कुरामा आशाबादी छु!❤🎉,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Thank you for this video,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Loved it❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Yo sabai nepali youths harule bujhnu parx 10,15 barsama des bandaina khi time lagla keep passions hamile noi des banaune ho hami nai desma basenw vane aru ko aayerw banaidinx rw samasya dekhi nwvagau sabai nepali milerw aafno ability rw aafno skills ko sadupayog garau ek aarkalai support garau khi samaye garo hola tara hami hamro rw aagami pusta ko sunaulo bhabisye banaune kosis garau.........🇳🇵❤🤘",Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Skill is more important than education 💯,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Dai, you are a gem ❣️",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
loved this,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Great content 🔥❤️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Hope so 😇,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
You are damn true <br>This video is like my opnions about leave country or not,Neutral/Observation,Needs Human Review,Collectivist-Nation,Pragmatic
Last ko part atii nai babal lagyo daii❤️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Best video ❤️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"Well, we will see you soon💙😢 brother",Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
very very thankyou hjr aauta 16 barsa ko manxa lai bato dekhauna ko lagi,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
made me emotional man .,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Sahi analyze,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Beautiful video❤❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Amazing content 👏👏👏👏,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Thankyou dai for giving me hope to stay here in Nepal with my family doing stg.Not much bigger dream just a simple life,making parents happy and self proud.hope to get myself there in coming years!!",Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
Yo video chai man paryo hai IDS ko,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Good brother 🎉,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
True and right 😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
great dai<br>tapai jstai le desh change garne xaa.,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Great video ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"I really like the video and appreciate kany things you said. Kudos to team behind this. But here is my suggestion about the video, Your channel is growing so so fast just because you have had an amazing content but pl, go with full nepali language, Couple of time i realised that you spoke deep English meaning words. Be careful with it. Les go for 300k subscribers.<br><br>Love from Pokhara ❤",Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
thankyou for this video,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"I really like the video and appreciate many things you said. Kudos to team behind this. But here is my suggestion about the video, Your channel is growing so so fast just because you have had an amazing content but pl, go with full nepali language, Couple of time i realised that you spoke deep English meaning words. Be careful with it. Les go for 300k subscribers.<br><br>Love from Pokhara ❤",Needs Human Review,Patriotism/Love,Individualist-Self,Pragmatic
Dada tapai ko video Malai ramro lagxa dherai interesting xa euta IT  ko barema video chaiyo .. please,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Amazing bro.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
so heart touching dai,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Wow सकारात्मक भिडियो ।,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
I will respect this video😔😔😔,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
always optimistic,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"To all youths thinking to bring change in Nepal, let's connect and make a group and do sth.",Neutral/Observation,Needs Human Review,Needs Human Review,Hopeful/Motivated
And we are proud nepali,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
🥹❤️thank you for the motivation🙏,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Great video ❤ . Please make video in problem of open boarder of Nepal with India.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
"point to be noted , When there is lot's of problems , there might be opportunities as well , just we have to observe our surrounding ...",Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
"Very good analysis. Tapailai j lagxa malai ni tehi lagxa,,,",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Vai ko kura thik ho ramro lagyo video,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
best ever❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
THANK YOU DAI❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
U r amazing bro.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Very informative bro,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
First part of the video was quite good but it diverts from its content from there and fades little bit. Good try. God luck,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
So touching and reality now im goin to dump my plan for abroad will go to do smtg here in my country 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,Needs Human Review,Needs Human Review,Collectivist-Nation,Pragmatic
Thank you dai ❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Thank you <br>Aafno Thinking ma believe garaye ko ma,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
wonderful video... really impressed and motivated.... ma ta bidesh mai permanently basne kura ta sochna pani sakdina. tapaile jasari youths hareu le sochera himmat dekhayera system sanga ladna sake kati ramro hunthio hamro desh.... bidesine youth le socheko khojeko jastai banne thio hola,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"What a wonderful video! Nepali lai Nepal ko maya navayekk haina tara desh ko awastha le nai bidesh puryayeko chha tara malai yeutai soch le rokeko chha ki  ""Savai baira gaye pachhi ghar kasle herchha?"" Nepal ghar ho hamro, Nepal banaune jimma hamro ho. Sakey Nepal mai garne nasakey Nepal mai marne athod le Napal mai chhu ma jasta kayeu ajhai chhau hola. Kasto nasikiyela ra aafnai ghar samhalna.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Dheraii ramro video,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Maile sochay ko haru vanyo😊❤,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"Your videos need to reach more audiences of every age everywhere, and keep up with these help.<br><br><br>( You watch one piece?)",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Mann xoyo.. Dhannai aasu aayo. Hami ek din awasya thokinexau.,Neutral/Observation,Needs Human Review,Individualist-Self,Needs Human Review
Ma Nepal mai baschu ❤ जय मातृभुमि,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Content ta ramro lagyo jaba samma nepal ma bhrastachaar.  Lai.   Jaba samam control garna sakidainani. Deshma.   Baliyo sarkar bandaina taba samma  deshma rojgaar ko.  Aadhar bandaina,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Your guse 🤔 10 years good change <br><br>I also agree ..,Needs Human Review,Needs Human Review,Individualist-Self,Hopeful/Motivated
I feel emotional at the end 😞❤️🫂,Neutral/Observation,Needs Human Review,Individualist-Self,Needs Human Review
"That why I am commited not to leave this country, primary reason is family and secondary is scope.<br>Hat's off for this motivated fabulous relevant content.",Needs Human Review,Family Obligation,Collectivist-Family,Hopeful/Motivated
Thank you.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Yes, we will be the ones to change the system (paddhati) of this country so we can accommodate our friends back in the country. ❤❤❤",Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Touched by the video but hope I’ll be back to my own home country 😢,Neutral/Observation,Needs Human Review,Collectivist-Nation,Despairing/Sad
Truth is always bitter 😔,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
reality video,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
You got new subscriber.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Big fan hai sir😊,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Well explained,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
U are and your content😢❤ i am currently doing part time digital marketing but i am not leaving this country ☝️💪,Needs Human Review,Needs Human Review,Collectivist-Nation,Despairing/Sad
मलाइ त यो video मा देखाउन खोजेको सबै चिज मन पर्यो | तपाई राम्रो content choose गर्नु हुने रहेछ | विदेश जाउ की नेपाल मै बसु भनेर दोधारे भएका युवा लाइ राम्रो संदेश दिनुभएको छ | म फेरी सोच माग्न भए - विदेश जाउ की यतै बसम .......,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
i think i would be happy to stay in Nepal ❤,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
Thank you,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"ma chai Kei Expertise layera farkina parcha vanne Soch ma chu, Taba sama man ko kura man mai !! But really appreciate your efforts and skills Brother and your Team! from Canada.🪡",Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
you are brilliant,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
changing the traditional education system into practical educational  system nepal can somehow change the situations.,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Hopeful/Motivated
Well said,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Good content,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Music ra movie haru le dherai inspire garna sakinxa saabailai desh premi banna ra desh ma basna lai tyei vayera b grade movie banaunu ko satta alik logical ra desh premi movie bannu paryo, ani maya prem ra depresaive geet ko saath saathai desh ko barema geet bananu parxa, artists ra art dherai matter garxa deah bannu ma, yesle dherai contribute garxa desh banna, bbakwash kura gareko jasto lagna sakxa tara dherai country haru xa yesko example, main example is india",Needs Human Review,Patriotism/Love,Collectivist-Nation,Pragmatic
Yo video aaile samma kai best video ho mero lagi,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Though I am also studying outside of Nepal. ""With the help of my passion, educational background and opportunity I have had. I will promise to contribute for the betterment of my country no matter what. And work hard everyday.I refuse to die without helping my country ""Nepal""  that gave me everytthhiinnggg.",Needs Human Review,Economic Necessity,Collectivist-Nation,Pragmatic
This is the greatest opportunity. As everyone is moving out there's a vaccum in country. I see people with exceptional skills and entrepreneurship will excel in Nepal within a couple decades.,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
I am a Student Currently Studying In Bachelors This video has 100% nailed it in this one,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Literally crying while watching this video 😭😭,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
I am currently studying in class 11. This content is way more effective for me. Now I can make decisions either live in Nepal or leave it. Thank you sir from this student.,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
nice video 👍️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"For some reason, I'm crying so hard while watching this video",Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
Ni ce research,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Good job,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Last part just make me sad 😭,Needs Human Review,Needs Human Review,Individualist-Self,Despairing/Sad
Huna ta ho yo desh mai baseyra khe garxu vanee haru lai bachnai garo xa🤞💗 <br><br>Tyhe vayara sabai ko sapana nai jasare vaya pane bidesh janu nai ho😥,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
Tq ganatantra,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Pragmatic
😢😢😢no words.,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
Love it,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Hjur ko yo video herera alikati  chai asabadi vaye ma 😢,Neutral/Observation,Needs Human Review,Individualist-Self,Despairing/Sad
that the last things which you says <br>kosis gareko ho dherai  j garda ni nepal ko job ko income ley ghar ma afu lai palina garo huney afu chayako yauta bike kinna ta sakidaina ghar ko aaama buwa bihe vaya si ko kurai xutai ani arko kura system <br>system paila nepal ko change vaya si i iwill be back ani garxu nepal ma nai kei <br>    yaoua job ko lagi neta haru ko afno amney hunu parxa ya thulo padh ma afno koi manxe natra hami jasto ley job pauna ta khoi<br>    thanks hajur ko kura ley sarai chitta bughyo,Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
"2081-01-01 ma m yo video herdai chhu, after 10 years I'll be back here I hope the goal I've decided to achieve will definitely be there in 2091 thank you so much for your information ❤",Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
Video on bureaucracy in nepal👍,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
hajur le yo video tw banaunu bhayo sabbai hernu pani heryo <br>                          tara power ma bhako manxe haru le yo sabai ignore garxan bhanne ki desh lai sabhya garna man nabhako ho<br>Awaj uthyo dabaune ma matra soch xan.................. k garnu <br>                                                 Aba kehi barsha paxi jagarukh uwa haru ko udaiya hune xa government choose garna sakne hunne xa ............<br>aba aaunne chhunau ma hernu parxa hamro bhawisya k hunne xa....<br>                        hernu parxa nepal ko naya uwa le kaslai choose garne xa aafno leader ko roop ma.....,Needs Human Review,Patriotism/Love,Collectivist-Nation,Pragmatic
Nepal ma ta abaw janawor pani baachna gaaro vaisakyo maanxe ko ta kurai  xaadau sakiyo Nepal sab vrastchaar ra garibile khaisakyo,Anti-Migration,Needs Human Review,Individualist-Self,Pragmatic
Very good,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"competition kaam hune wala kura; jaba population nai ghati rako xa vani services,business chaine ni ghatni nai ho ani aile jasto dherai loksewa, or such service ko lagi khulni seats ni less nai hune ho competition matra haina teo related opportunity ni ghatxa",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Daju,""hajur kw video la saraii naii mann laii choioo",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
You are best content creator.i am very interested with your video. How you make this type of videos as a content creator.can you tell me for motivated for me.....,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"I used to have the same potential of doing and staying in my own country. Although i was working in the government sector. I left the government job, and  I went Australia for higher study and better future. I don't have any regret coming to Australia, sometimes I realised life used to  be simple, better in Nepal. I have faced the hardest moments of being far from the family, country, and struggling life here. It's all how, where you take your life. However, if you have determination and patience to your dream, you can reach your goal wherever you live.",Trapped/Regretful,Family Obligation,Needs Human Review,Despairing/Sad
Yo video kp ba parchanda and sher bahadur lai puryanusta ❤ balen is top ❤😢😢😢,Needs Human Review,Systemic/Political Anger,Individualist-Self,Despairing/Sad
Nepal mai basne le like garnu hola ✅,Anti-Migration,Patriotism/Love,Individualist-Self,Pragmatic
"Yes ! IT sector ma skills gain garyo vane. ramro hunxa. No college degree, no tension !",Neutral/Observation,Economic Necessity,Individualist-Self,Needs Human Review
"Nepal really needs to follow ‘The Mahendra Path’ for stabilisation anyatha kunai baad ya kunai bideshi tantra le desh sakkauna bahek aru kehi gardaina.<br>Sabai jana ek bhayera aafno aafno thau bata garne ho bhane asambhab kei panj chhaina.<br>Jaya Nepal , Jaya Desh🇳🇵🕉️",Pro-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
I wasn't expecting MAYA!,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
Timestamps (Powered by Merlin AI)<br>00:04 - Consideration to stay or leave Nepal<br>04:27 - Discussion on staying or leaving Nepal<br>08:19 - The video discusses the decision to stay or leave Nepal.<br>12:16 - Discussion on staying or leaving Nepal<br>16:15 - Earning in dollars and spending in rupees is fascinating<br>19:44 - Consider staying in Nepal for its cultural richness.<br>23:04 - Debate on staying or leaving Nepal<br>26:25 - Decision to stay or leave Nepal,Needs Human Review,Economic Necessity,Individualist-Self,Pragmatic
"The thing about competition is, if the number of competitor is less then the quality of competition is degraded as well.",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Dheraii naii ramrro fact vannu vayo daii,so ahile moh India ma kaam gardai Xu Ani mero aafno sochai nii testai xa kii 1 din moh aafnai desh ma farkerw jane Xu rw yaha kamayako paisale kehi business garxu aafulai knowledge vayako sector ma.i love my country 🇳🇵🇳🇵🇳🇵🇳🇵",Needs Human Review,Patriotism/Love,Collectivist-Nation,Pragmatic
as a class 12 pasout just now I am also in such a dilemma for my future,Neutral/Observation,Economic Necessity,Individualist-Self,Needs Human Review
मैले यो कमेन्ट छाडेको छु । म नेपालमै बसेर केहि गर्नेछु मेरो परिवारको लागि ❤ । अब केहि बर्षपछि यो विडियो र कमेन्टको सम्झनाको लागि #nepal,Anti-Migration,Family Obligation,Collectivist-Family,Pragmatic
Leaving this shit,Pro-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic
What a scary truth😢,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
भाइले भिडियो को अन्तयतिर भनेको भनाईले सारै भावुक बनायो र आशआदी पनि बनायो,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
जय देश 🇳🇵❤,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"Bro, I am also going abroad.❤❤",Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Boom Boom 💥,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma jun kuraley nepal bsnw chahanxu tei kura tapaile bhnubhayo❤.<br>Asa xa ekdin maile bidesh batw  bhitraye ko dollar ley mro desh kai naharaos rw rahirahos❤😢.,Pro-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
i  also think same,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"They're looking for saviour, you look for safety ❤",Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Tai Kura lay nai ho ma pani back to Nepal vako kaie garnu xa afaienai desh ma ❤❤❤,Neutral/Observation,Patriotism/Love,Collectivist-Nation,Pragmatic
"It’s a harrowing data and almost an apocalyptic situation we are in today.  A dire situation as if South Vietnamese people desperately living Hanoi in 60s to evade the North Vietnamese communist attacks.  Today no family, household or community is immune from their near and dear working abroad.  Instead of as to how we can encourage them or facilitate their safe return  to the country our politicians such as Lal Babu Pundit and many others are up in arms with their idiotic rhetorics.  We must bring sensible changes to balance this one way traffic now or face the ruins.",Pro-Migration,Family Obligation,Collectivist-Nation,Needs Human Review
Pls make video about IT sector,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Mailey yo video just time pass ko lagi click gare but this video..... 😮😮😮😮😮😮😮😮,Needs Human Review,Needs Human Review,Individualist-Self,Pragmatic
I am commenting this from “bidesh”. I never wanted to come. I was a nurse but after by bachelor i lost my hope. Jo pani yo video nepal bata heri rakhnu vako cha i hope you guys get courage to stay in nepal and be a change factor. I couldn’t do that because IT vahek pani dherai profession cha that needs change.,Anti-Migration,Patriotism/Love,Individualist-Self,Needs Human Review
I wanna be that kanxa dai❤,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"Haami afno desh lai recover garney soch ma leuna parcha.<br>Ek huna parcha. Balen Shah le ma matrai antim saas ho vanera daabi lagayesi man ekdam siringa vayeko thyo. <br>Politically fight gardai cha, kina vaney, waha Nepalkai youngest leader ma parincha. The youth wants changes. Tara hernus, ahile pani kati jhamela ma fasai rahecha garchu vanne haru lai. <br>Adik huney samaya ai raheko cha,jasari aghi India ko e.g diye jasari. <br>I want to return and do smthg in Nepal, sikchya chettra ma. Kina vane malai desh ko maya ra vavishya ko laagi asha vayekole garda ho.<br>Ma Nepal bata ho vanera garba saath aaja pani, bidesh mai vaye pani ma vandai ayeko chu. Desh ko awastha ahile j sukai hos, Loyalty ko laagi kina hos, afu Nepali nai ho vanera chinauna ma pachi hatney chaina.<br>Lastly, this channel needs more subscriber.",Anti-Migration,Needs Human Review,Collectivist-Nation,Hopeful/Motivated
Nice deshmai kai garna parxa vanni sooch xa but economically struggling family,Neutral/Observation,Family Obligation,Collectivist-Family,Despairing/Sad
"At least , firstly try to stay here in nepal , i am one of them ..... ❤ padey lekhey ko Youth vaye po desh banxa , kam nalagdo system change hunxa ....",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Make a video on pokhara about challenges tourism,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Aako vedio man bata man paryo,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
One video 100 knowledge,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
नया youtube साथिले एक अर्कालाइ सपोर्ट गरौ है🎉🎉🎉🎉🎉,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Feri Nepal aau (yaha dherai job pauna milxa aba ) 👍👍👍😍😍,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
"एउटै मन कतिपटक जित्छौ भाई यार॥<br>सबै ठीक छ । “भौतिक सुविधाको मात्र पछि लागेर मात्र जीन्दगीमा शान्ति मिल्दैन” भन्ने कुरो थपिदिएको भए सुनमा सुगन्ध हुनेथियो। अनि नेपालमा IT मात्र होइन, tourism business मा पनि राम्रो सम्भावना छ है॥",Needs Human Review,Needs Human Review,Individualist-Self,Pragmatic
Dai omini scandal ma vedio banaunus na.big fan ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
mero ni abo 12 sake xi plan tei thiyo tara plan change garum jasto lago ❤️,Neutral/Observation,Needs Human Review,Individualist-Self,Hopeful/Motivated
"if leaving country increase rapidly day by day , in certain time , country face huge , economic cricis and youth !!",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
१५ वर्ष अगाडी मैले पनि यही सोचेको थिए ! आज सम्म कठै मेरो देश । अब तपाईको video ले अझै पनि म आशा गर्दछु । But again I dont think with this kind of situation we should stay still in Nepal 🤔,Anti-Migration,Patriotism/Love,Individualist-Self,Needs Human Review
sai hoo,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Tapaile bhnu bhayo ni video graphic, editing,content creation kunai private scl ley afai koi rmro professional lai hier garerw suru gryo bhne jslai padhmw man xaina tniharule tyo apdhxan rw bahirw gayerw hos wah nepal ma baserw kei grxu bhne majale grnw skxan❤hope anybody will strt it up.",Anti-Migration,Patriotism/Love,Individualist-Self,Hopeful/Motivated
For growth in IT sector in Nepal. The government should make international payment good and work to improve it because there are no any options to withdraw dollars in Rupees in our Local Bank.,Needs Human Review,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
"Simple cha, Jobs haru create garnu paryo, government le create garnu pardaina jobs, buisness garney anukul environment, policy ra system matrai banayo bhaney manchey haru afai le Jobs create garchan.",Needs Human Review,Systemic/Political Anger,Individualist-Self,Pragmatic
I am crying with this .. sold my nationality for happiness. After a decade..i think I left that happiness behind in my own country ❤,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
Dubai ma basera yo video herda ta kaile nepal farkim vayo ho😢❤,Pro-Migration,Patriotism/Love,Individualist-Self,Despairing/Sad
Being a modern slave in foreign which will take off our own experience for living and fooding expenses soo we should focus on Nepal condition jay Nepal 🇳🇵🫶,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Comment  section is more 😢sad than the video it’s so saddening to see a reality of our country nobody like to leave their home country I bet everyone but we have the financial responsibilities after all. Money matter to survive in this expensive world and marring is realising love is not enough to survive but money is,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
Bro lea vedio lea chai maan ma keai chai banuxa,Neutral/Observation,Needs Human Review,Individualist-Self,Pragmatic
Videsh bro,Neutral/Observation,Patriotism/Love,Individualist-Self,Pragmatic
"Euta major factor chai Health security pani ho. Loan, emi ani basic expenses ramrari afford garna nasakeko bela it's certainly hard to afford  major health issue to any of the family members.",Needs Human Review,Family Obligation,Collectivist-Family,Pragmatic
It sector ley india lai dharai positive grow gari sakyo aaba nepal ko palo ❤ sabai kura ko expired date hunxaw hamley nepal bandha loadsheeding jasto thulo issues bata mukti pai Sakim nepal will change soon we have to change it ❤ ids and 90% social media influencer knows how to dimotivated youth sushant pradhan ko recent video properly explain gariyako xaw kasari nepal change huni wala xaw❤,Pro-Migration,Patriotism/Love,Individualist-Self,Hopeful/Motivated
please make a content on fixed ma paisa rakhera basne ra aseet ma invest garnu satta materials ma paisa invest garne trend,Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
Ma pani usa  jana lageko xu hai.ma pani nepal tw farkidina hola,Pro-Migration,Needs Human Review,Individualist-Self,Pragmatic
Thank you for using the photo of my house's shutters without permission.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"I believe that most of the Nepali students who have been studying abroad will return back home and start working in the country with experience,  knowledge and skills as we all have a great plan to boost up Nepal and personal financial growth.<br>I believe young will return backs home. I will return too 😀",Needs Human Review,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Probability Ra reality to different things k huncha vandha ni ! self growth ma Manche ko focus huncha home country or foreign country is two choices we all Nepali  have desh bhakti won't make food on the table better career money makes food on  the table at last the question arise should we leave or should we stay 😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"When issues like corruption, mismanagement, dirty politics, and transportation are resolved, we will certainly do our best to return to Nepal and contribute. Otherwise, it is too risky for us to come back and struggle with flawed systems, especially when we are accustomed to a higher quality of life abroad. We have seen how much Rabi Lamichhane and his family had to endure to bring about change, which I couldn't tolerate if I was in his place. (From someone doing a PhD abroad)",Pro-Migration,Systemic/Political Anger,Collectivist-Family,Hopeful/Motivated
Yo video ma college ko homework gardei suni raxu ...ma nih janxu bidesh due to ghar ko pressure,Pro-Migration,Needs Human Review,Needs Human Review,Pragmatic
