comment_id,comment,source_channel,script,intent,primary_driver,value_orientation,affect,is_no_persona,notes
3d692a0d540f,Yo desh ma gari khane khaita batabaran banai deko yo varatiye dalali haru le kasko chai future xa yo desh ma nata teacher nata doctor scientists nata businessman nata students khai ta gari khane bato banai deko vako jati sabai desh xodi rahexa,Thaha Research,roman_nepali,Trapped/Regretful,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated,0,
8bbb398a3579,Portugal pugera video herdai chhu.<br>Kahani relatable chha,The Nepali Comment,roman_nepali,,,,,1,
2f851952cdb3,Mo US gako ho illegally jati vaninxa teti khatra pani xaina… panama jungle 2/3 matra hoo hidne … hajur le vanne ko batoo ahile ko ho pahile tiyoo batoo hudai jadina the South America samma…,The Nepali Comment,roman_nepali,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic,0,
1e37ddbdde0c,3 crore=30 million,IDS,latin,,,,,1,
5ec967de77c0,"This was a good one, brother. Honest and true. Keep up the good work.",IDS,latin,,,,,1,
0a54eb01ac4c,"The choice between staying in Nepal or seeking opportunities abroad is complex, with valid arguments on both sides. It's a decision many of us can relate to, and it's important to weigh the pros and cons carefully before making such a significant life choice.",IDS,latin,,,,,1,
f5b02e549440,Me watching this after the F1 US visa grant.,IDS,latin,,,,,1,
c14758b5308a,I regret studying at TU. i lost all the time on earning money and life,IDS,latin,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad,0,
7ea5d1b2e092,Thank you for using the photo of my house's shutters without permission.,IDS,latin,,,,,1,
e1d94c5d7bc6,I think everyone are crying by seeing this video content appreciated it hugely and salute to you .Like if you cry 😢😢😢,IDS,latin,,,,,1,
726813dc3846,"khacho xa, chaiyeko xa, garnu parxa. Tara garne kasle. Nepal thau ramro tara manxe alxi ho. Pahila nai british haru le kabja garera taha lagako bhayo kei hunthiyo hola. Aba ta garo xa.",IDS,roman_nepali,Trapped/Regretful,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad,0,
f94564dc561b,"ma ayo vedio bidesh (portugal)  mae basarh hirako xu , at first ma nepal ma huda pani bidash nae saab thak jasto lagthyoh but after when i came abroad, things are not like what i think in nepal.  hola nepal vanda ali bade income ta hola but eha kharcha pani tastie hunxa. like you said maya. yes thats really matter i miss every things of nepal, eha ayrh tha vayoh ke ateh mahant garni baru nepal mae garako vayah i will be more happy. i want happiness in my life so ava ko 1 or 2 years mah i will be returning my country nepal.  <br>from my side what i suggest is bidesh ghumnu parxa ,thawu dakhnu parxa but j vayah pani afno thawu vanko afnie hunxa ayoh kura bideash gayah paxe tha hunxa kasto hunxa afno manxey haru ko najik rahada.",IDS,roman_nepali,Anti-Migration,Family Obligation,Collectivist-Family,Despairing/Sad,0,
edaaead8198d,Ta pani janxas ek din bidesh..😂 .,Thaha Research,roman_nepali,,,,,1,
5d7374f0c3e0,Great going bro keep growing i have seen your journey from few hundred subscribers to this Great do ur research well and keep creating Kudos to all your team,IDS,latin,,,,,1,
a6f4df815ccb,One of the best vedio i ever watched ❤ full of goosebumps 🫡 . Keep it up 👍…. Keep going!!,IDS,latin,,,,,1,
dacfd11778ab,​@loktiwari561Kehi vision bokney kehi learn garney materialistic kura ko paxi na lagney show off nagarney hardwork garera paisa save garney family ko problem solve garney kei paisa ra ramro plan bokera nepal aune nepal mah 0 bata start garna dharai garo australia gayeko manxey ley testo sochnu hudaina you are lucky that you got the opportunity to be there enjoy your time learn something invest in yourself then return with some future plans then happily live in nepal,IDS,roman_nepali,Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic,0,
00c72218540f,"हामी सब मिलेर नेपाल लाईनै युरोप अमेरिका जापान भन्दा राम्रो देश बनाम । युथहरूको राजनितिमा वास्ता नगरेर हो कमिले गर्दा हो । हाम्रो देश बिग्रेको । वुडापाखा र जडिया गजडे गुन्डाहरू , पैसा वालाको कब्जा मा छ देश , न्ययको आवाज उठउनेको सङ्ख्या ५-६ जना मात्रछन त्यसमापनि उनिहरू जनतामा चर्चित भएभनि टिप्पर ले टउकोमा किचेर मारिछन ।",The Nepali Comment,devanagari,Trapped/Regretful,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad,0,
f43c36d4acaa,Jaba ma sano thi taba lagthyo afno desh chodera janchan ma mero desh lai maya grxu but jaba thulo vaiyo jaba responsibility aaiyo jaba future ayo ani nepal ma k hi hun skena ani aba bidesh jana man lagdai aayo 😢😢,IDS,roman_nepali,Pro-Migration,Family Obligation,Collectivist-Family,Despairing/Sad,0,
92840558daf5,धन्यवाद बाबू अति राम्रो सन्देश 🌺❤️🌹,IDS,devanagari,,,,,1,
8abab3ad0d4a,Portugal ma 45/50 thousands,IDS,latin,,,,,1,
482b8e0cc33b,Hope our country will developed sooner Jay Nepal 🇳🇵,The Nepali Comment,latin,,,,,1,
343c74eef6af,Mayale sansar thamosh nathamosh ….Nepali ra hamro desh Nepal sadhai hunuparcha! Nepal desh rahirahana tapai Hami sabai Ko utikkai dahityoo cha!,IDS,roman_nepali,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated,0,
69859e2b43df,"Few years ago I and my friend decided to stay in Nepal and pursue an undergraduate degree among 2 out of 20 of my friends. I graduated this year and I regret my decision. <br><br>I don’t see certainty and sustainability here. If someone hits me on a road, I can’t assure if he’s going to jail. My property, family is all at stake here. <br><br>And thus, I am leaving Nepal this year. This totally depends on individual preferences and choices but for me, I don’t see myself truly living my life to the fullest here with all the political chaos.",The Nepali Comment,latin,Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated,0,
360b1b3516ae,This video was so disturbing to watch just had to stop the video at so many points.,The Nepali Comment,latin,,,,,1,
8f0db81be1e5,गर्नु के ?????,IDS,devanagari,,,,,1,
eadcd58794a3,आँखा मा आसुनै आयो तपाईंको भिडियो हेरेर यति राम्रो भिडियो बनाउनु भएकोमा धनयवाद।❤️,IDS,devanagari,,,,,1,
ba41a456c075,nepal ma kaam xa tra chineko manxe chainxa,IDS,roman_nepali,Neutral/Observation,Systemic/Political Anger,Individualist-Self,Angry/Frustrated,0,
194aea7974da,Today&#39;s burning issue in which Nepal government is deaf and silent.,Thaha Research,latin,Trapped/Regretful,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated,0,
21fe38349332,Ma panii xordaii xuu xettaiii,The Nepali Comment,latin,Pro-Migration,Systemic/Political Anger,Individualist-Self,Pragmatic,0,
4969ee914b84,I know there is a lack of job opportunities and less salary but before blaming politicians just think what you guys are doing. Leaving your country and showing your nationalism in social media is never an option. Its you who build your country,Thaha Research,latin,Anti-Migration,Patriotism/Love,Collectivist-Nation,Angry/Frustrated,0,
6d8785b3dc21,अनि सरकार को मात्र दोष छैन सरकारको undar मा काम गर्ने कर्मचारी पनी चोरहरुले भरिएको हुनाले पनी हो,IDS,code_mixed,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated,0,
26b15143c99b,You are the change makers of the society 🙏 😊,IDS,latin,,,,,1,
e7b55d62c9d4,Estai xa đại Nepal,IDS,roman_nepali,,,,,1,
36c2fdb5658a,Your hardwork deserve more subscriber bro..all the best,The Nepali Comment,latin,,,,,1,
14b267978da5,Atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta.<br>Kehi thorai dukha nepal mai garidinus sabai nepal mai xa,The Nepali Comment,roman_nepali,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated,0,
3499d53ef56f,Desh ko halat harera yo desh ko boj feel vo yll ma ni hindinxu bidesh,IDS,roman_nepali,Pro-Migration,Systemic/Political Anger,Individualist-Self,Despairing/Sad,0,
f277f488d29e,yo desh lai pariwartan garnu xa vane sarba pratham rajniti ma laje ka hamra baje haru lai aram garna launu parxa.,IDS,roman_nepali,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic,0,
4a358193b8f8,Sounds problem jasto layo ?,The Nepali Comment,roman_nepali,,,,,1,
de3044c6feb8,"देश विकास न भाको मुख्य कारण नेपालमा बस्ने नेपाली हरु को अनुसासन न भएर हो ,आरु को खुटा तान्ने हरु धेरै छन्, अरु  हरु लाई  हिन्सा गर्छन्",Thaha Research,devanagari,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated,0,
93fbd34562d7,"यो हाम्रो दोष हैन नेतृत्वको दोष हो । <br><a href=""http://www.youtube.com/results?search_query=%23no_not_again"">#No_not_again</a>",The Nepali Comment,code_mixed,Trapped/Regretful,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated,0,
b59268837c48,"that is neccessary for my family financial situation, thanks Nepal for letting see a lot of things but full time job  ta paudaina part time ta k pauthiyo hola.",IDS,roman_nepali,Pro-Migration,Economic Necessity,Collectivist-Family,Angry/Frustrated,0,
be0c2b3ab0b0,"Euta major factor chai Health security pani ho. Loan, emi ani basic expenses ramrari afford garna nasakeko bela it's certainly hard to afford  major health issue to any of the family members.",IDS,roman_nepali,Trapped/Regretful,Economic Necessity,Collectivist-Family,Despairing/Sad,0,
84893548fa58,Aru kei haina desh lai dosh didai monthly 1lakh mathi kamaune soch ho sabai ko ...,IDS,roman_nepali,,,,,1,
9227e0ccc27f,"One of the best documentary i hav ever seen. This might not change the situation of people who want to go abroad, but will affect their perspective directly or indirectly",IDS,latin,,,,,1,
727ed6fe37d2,"BALEN, HARKA, GOPAL HAMAl <br>  जस्ता नेताहरु को अझै धेरै खाचो छ 🇳🇵💕",IDS,code_mixed,,,,,1,
9c385a0cefc6,The way he say his channel name THAHA in every sentence capitally😂😂,Thaha Research,latin,,,,,1,
126d73ba3661,Good job,IDS,latin,,,,,1,
cd79a35e38bd,नागरिकता पुन प्राप्तिकाे व्यवस्था परिबर्तन गरि बिदेशिले पाउनु पर्ने झै प्रकृया बनाउनु पर्छ। र नेपाली नागरिकता त्याग गरेकाे अबधि नेपालमा पुन नागरिकता प्राप्त पछि बसे पछि मात्र सामाजिक सुरक्षामा ल्याउनु  पर्छ।,The Nepali Comment,devanagari,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic,0,
9674ab844ea4,It&#39;s hard to believe our insane life how worst is going on,IDS,latin,Trapped/Regretful,Systemic/Political Anger,Individualist-Self,Despairing/Sad,0,
6e71d4f13222,Come to europe,Thaha Research,latin,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic,0,
d7d66a52af6d,You are always right in your all videos bro always with you ❤❤❤❤,IDS,latin,,,,,1,
d686ca61d17e,"yes! being positive is the only way. at start of the video i felt so hopeless, bt i got the hope at the end! thank god!",IDS,latin,,,,,1,
379c1e613897,❤️❤️ ekdam ramro video i wish sabai nepali veda haru le herun,The Nepali Comment,roman_nepali,,,,,1,
a88f6398bfbe,You raised the most problematic topic with full of positivity <br>Keep motivating keep spreading hope brother❤️,IDS,latin,,,,,1,
