comment,intent,primary_driver,value_orientation,affect
Yo video aaile samma kai best video ho mero lagi,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Though I am also studying outside of Nepal. ""With the help of my passion, educational background and opportunity I have had. I will promise to contribute for the betterment of my country no matter what. And work hard everyday.I refuse to die without helping my country ""Nepal""  that gave me everytthhiinnggg.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
This is the greatest opportunity. As everyone is moving out there's a vaccum in country. I see people with exceptional skills and entrepreneurship will excel in Nepal within a couple decades.,Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
I am a Student Currently Studying In Bachelors This video has 100% nailed it in this one,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Literally crying while watching this video 😭😭,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
I am currently studying in class 11. This content is way more effective for me. Now I can make decisions either live in Nepal or leave it. Thank you sir from this student.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
nice video 👍️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"For some reason, I'm crying so hard while watching this video",Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Ni ce research,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Good job,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Last part just make me sad 😭,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Huna ta ho yo desh mai baseyra khe garxu vanee haru lai bachnai garo xa🤞💗 <br><br>Tyhe vayara sabai ko sapana nai jasare vaya pane bidesh janu nai ho😥,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Tq ganatantra,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Angry/Frustrated
😢😢😢no words.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Love it,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Hjur ko yo video herera alikati  chai asabadi vaye ma 😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
that the last things which you says <br>kosis gareko ho dherai  j garda ni nepal ko job ko income ley ghar ma afu lai palina garo huney afu chayako yauta bike kinna ta sakidaina ghar ko aaama buwa bihe vaya si ko kurai xutai ani arko kura system <br>system paila nepal ko change vaya si i iwill be back ani garxu nepal ma nai kei <br>    yaoua job ko lagi neta haru ko afno amney hunu parxa ya thulo padh ma afno koi manxe natra hami jasto ley job pauna ta khoi<br>    thanks hajur ko kura ley sarai chitta bughyo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"2081-01-01 ma m yo video herdai chhu, after 10 years I'll be back here I hope the goal I've decided to achieve will definitely be there in 2091 thank you so much for your information ❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Video on bureaucracy in nepal👍,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
hajur le yo video tw banaunu bhayo sabbai hernu pani heryo <br>                          tara power ma bhako manxe haru le yo sabai ignore garxan bhanne ki desh lai sabhya garna man nabhako ho<br>Awaj uthyo dabaune ma matra soch xan.................. k garnu <br>                                                 Aba kehi barsha paxi jagarukh uwa haru ko udaiya hune xa government choose garna sakne hunne xa ............<br>aba aaunne chhunau ma hernu parxa hamro bhawisya k hunne xa....<br>                        hernu parxa nepal ko naya uwa le kaslai choose garne xa aafno leader ko roop ma.....,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Nepal ma ta abaw janawor pani baachna gaaro vaisakyo maanxe ko ta kurai  xaadau sakiyo Nepal sab vrastchaar ra garibile khaisakyo,Anti-Migration,Economic Necessity,Collectivist-Nation,Despairing/Sad
Very good,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"competition kaam hune wala kura; jaba population nai ghati rako xa vani services,business chaine ni ghatni nai ho ani aile jasto dherai loksewa, or such service ko lagi khulni seats ni less nai hune ho competition matra haina teo related opportunity ni ghatxa",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"Daju,""hajur kw video la saraii naii mann laii choioo",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
You are best content creator.i am very interested with your video. How you make this type of videos as a content creator.can you tell me for motivated for me.....,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"I used to have the same potential of doing and staying in my own country. Although i was working in the government sector. I left the government job, and  I went Australia for higher study and better future. I don't have any regret coming to Australia, sometimes I realised life used to  be simple, better in Nepal. I have faced the hardest moments of being far from the family, country, and struggling life here. It's all how, where you take your life. However, if you have determination and patience to your dream, you can reach your goal wherever you live.",Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
Yo video kp ba parchanda and sher bahadur lai puryanusta ❤ balen is top ❤😢😢😢,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Nepal mai basne le like garnu hola ✅,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Yes ! IT sector ma skills gain garyo vane. ramro hunxa. No college degree, no tension !",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"Nepal really needs to follow ‘The Mahendra Path’ for stabilisation anyatha kunai baad ya kunai bideshi tantra le desh sakkauna bahek aru kehi gardaina.<br>Sabai jana ek bhayera aafno aafno thau bata garne ho bhane asambhab kei panj chhaina.<br>Jaya Nepal , Jaya Desh🇳🇵🕉️",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Pragmatic
I wasn't expecting MAYA!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Timestamps (Powered by Merlin AI)<br>00:04 - Consideration to stay or leave Nepal<br>04:27 - Discussion on staying or leaving Nepal<br>08:19 - The video discusses the decision to stay or leave Nepal.<br>12:16 - Discussion on staying or leaving Nepal<br>16:15 - Earning in dollars and spending in rupees is fascinating<br>19:44 - Consider staying in Nepal for its cultural richness.<br>23:04 - Debate on staying or leaving Nepal<br>26:25 - Decision to stay or leave Nepal,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
"The thing about competition is, if the number of competitor is less then the quality of competition is degraded as well.",Anti-Migration,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
"Dheraii naii ramrro fact vannu vayo daii,so ahile moh India ma kaam gardai Xu Ani mero aafno sochai nii testai xa kii 1 din moh aafnai desh ma farkerw jane Xu rw yaha kamayako paisale kehi business garxu aafulai knowledge vayako sector ma.i love my country 🇳🇵🇳🇵🇳🇵🇳🇵",Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
as a class 12 pasout just now I am also in such a dilemma for my future,Neutral/Observation,Economic Necessity,Individualist-Self,Despairing/Sad
मैले यो कमेन्ट छाडेको छु । म नेपालमै बसेर केहि गर्नेछु मेरो परिवारको लागि ❤ । अब केहि बर्षपछि यो विडियो र कमेन्टको सम्झनाको लागि #nepal,Anti-Migration,Family Obligation,Collectivist-Family,Hopeful/Motivated
Leaving this shit,Pro-Migration,Systemic/Political Anger,Individualist-Self,Angry/Frustrated
What a scary truth😢,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
भाइले भिडियो को अन्तयतिर भनेको भनाईले सारै भावुक बनायो र आशआदी पनि बनायो,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
जय देश 🇳🇵❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Bro, I am also going abroad.❤❤",Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Boom Boom 💥,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Ma jun kuraley nepal bsnw chahanxu tei kura tapaile bhnubhayo❤.<br>Asa xa ekdin maile bidesh batw  bhitraye ko dollar ley mro desh kai naharaos rw rahirahos❤😢.,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
i  also think same,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"They're looking for saviour, you look for safety ❤",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Tai Kura lay nai ho ma pani back to Nepal vako kaie garnu xa afaienai desh ma ❤❤❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"It’s a harrowing data and almost an apocalyptic situation we are in today.  A dire situation as if South Vietnamese people desperately living Hanoi in 60s to evade the North Vietnamese communist attacks.  Today no family, household or community is immune from their near and dear working abroad.  Instead of as to how we can encourage them or facilitate their safe return  to the country our politicians such as Lal Babu Pundit and many others are up in arms with their idiotic rhetorics.  We must bring sensible changes to balance this one way traffic now or face the ruins.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
Pls make video about IT sector,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Mailey yo video just time pass ko lagi click gare but this video..... 😮😮😮😮😮😮😮😮,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
I am commenting this from “bidesh”. I never wanted to come. I was a nurse but after by bachelor i lost my hope. Jo pani yo video nepal bata heri rakhnu vako cha i hope you guys get courage to stay in nepal and be a change factor. I couldn’t do that because IT vahek pani dherai profession cha that needs change.,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
I wanna be that kanxa dai❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Haami afno desh lai recover garney soch ma leuna parcha.<br>Ek huna parcha. Balen Shah le ma matrai antim saas ho vanera daabi lagayesi man ekdam siringa vayeko thyo. <br>Politically fight gardai cha, kina vaney, waha Nepalkai youngest leader ma parincha. The youth wants changes. Tara hernus, ahile pani kati jhamela ma fasai rahecha garchu vanne haru lai. <br>Adik huney samaya ai raheko cha,jasari aghi India ko e.g diye jasari. <br>I want to return and do smthg in Nepal, sikchya chettra ma. Kina vane malai desh ko maya ra vavishya ko laagi asha vayekole garda ho.<br>Ma Nepal bata ho vanera garba saath aaja pani, bidesh mai vaye pani ma vandai ayeko chu. Desh ko awastha ahile j sukai hos, Loyalty ko laagi kina hos, afu Nepali nai ho vanera chinauna ma pachi hatney chaina.<br>Lastly, this channel needs more subscriber.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Nice deshmai kai garna parxa vanni sooch xa but economically struggling family,Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
"At least , firstly try to stay here in nepal , i am one of them ..... ❤ padey lekhey ko Youth vaye po desh banxa , kam nalagdo system change hunxa ....",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Make a video on pokhara about challenges tourism,Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
Aako vedio man bata man paryo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
One video 100 knowledge,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
नया youtube साथिले एक अर्कालाइ सपोर्ट गरौ है🎉🎉🎉🎉🎉,Neutral/Observation,Economic Necessity,Collectivist-Nation,Hopeful/Motivated
Feri Nepal aau (yaha dherai job pauna milxa aba ) 👍👍👍😍😍,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"एउटै मन कतिपटक जित्छौ भाई यार॥<br>सबै ठीक छ । “भौतिक सुविधाको मात्र पछि लागेर मात्र जीन्दगीमा शान्ति मिल्दैन” भन्ने कुरो थपिदिएको भए सुनमा सुगन्ध हुनेथियो। अनि नेपालमा IT मात्र होइन, tourism business मा पनि राम्रो सम्भावना छ है॥",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Dai omini scandal ma vedio banaunus na.big fan ❤,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
mero ni abo 12 sake xi plan tei thiyo tara plan change garum jasto lago ❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"if leaving country increase rapidly day by day , in certain time , country face huge , economic cricis and youth !!",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
१५ वर्ष अगाडी मैले पनि यही सोचेको थिए ! आज सम्म कठै मेरो देश । अब तपाईको video ले अझै पनि म आशा गर्दछु । But again I dont think with this kind of situation we should stay still in Nepal 🤔,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
sai hoo,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"Tapaile bhnu bhayo ni video graphic, editing,content creation kunai private scl ley afai koi rmro professional lai hier garerw suru gryo bhne jslai padhmw man xaina tniharule tyo apdhxan rw bahirw gayerw hos wah nepal ma baserw kei grxu bhne majale grnw skxan❤hope anybody will strt it up.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
For growth in IT sector in Nepal. The government should make international payment good and work to improve it because there are no any options to withdraw dollars in Rupees in our Local Bank.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
"Simple cha, Jobs haru create garnu paryo, government le create garnu pardaina jobs, buisness garney anukul environment, policy ra system matrai banayo bhaney manchey haru afai le Jobs create garchan.",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
I am crying with this .. sold my nationality for happiness. After a decade..i think I left that happiness behind in my own country ❤,Trapped/Regretful,Patriotism/Love,Individualist-Self,Despairing/Sad
Dubai ma basera yo video herda ta kaile nepal farkim vayo ho😢❤,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Being a modern slave in foreign which will take off our own experience for living and fooding expenses soo we should focus on Nepal condition jay Nepal 🇳🇵🫶,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Comment  section is more 😢sad than the video it’s so saddening to see a reality of our country nobody like to leave their home country I bet everyone but we have the financial responsibilities after all. Money matter to survive in this expensive world and marring is realising love is not enough to survive but money is,Neutral/Observation,Economic Necessity,Collectivist-Nation,Despairing/Sad
Bro lea vedio lea chai maan ma keai chai banuxa,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Videsh bro,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
"Euta major factor chai Health security pani ho. Loan, emi ani basic expenses ramrari afford garna nasakeko bela it's certainly hard to afford  major health issue to any of the family members.",Anti-Migration,Economic Necessity,Individualist-Self,Pragmatic
It sector ley india lai dharai positive grow gari sakyo aaba nepal ko palo ❤ sabai kura ko expired date hunxaw hamley nepal bandha loadsheeding jasto thulo issues bata mukti pai Sakim nepal will change soon we have to change it ❤ ids and 90% social media influencer knows how to dimotivated youth sushant pradhan ko recent video properly explain gariyako xaw kasari nepal change huni wala xaw❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
please make a content on fixed ma paisa rakhera basne ra aseet ma invest garnu satta materials ma paisa invest garne trend,Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Ma pani usa  jana lageko xu hai.ma pani nepal tw farkidina hola,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Thank you for using the photo of my house's shutters without permission.,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
"I believe that most of the Nepali students who have been studying abroad will return back home and start working in the country with experience,  knowledge and skills as we all have a great plan to boost up Nepal and personal financial growth.<br>I believe young will return backs home. I will return too 😀",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Probability Ra reality to different things k huncha vandha ni ! self growth ma Manche ko focus huncha home country or foreign country is two choices we all Nepali  have desh bhakti won't make food on the table better career money makes food on  the table at last the question arise should we leave or should we stay 😢,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"When issues like corruption, mismanagement, dirty politics, and transportation are resolved, we will certainly do our best to return to Nepal and contribute. Otherwise, it is too risky for us to come back and struggle with flawed systems, especially when we are accustomed to a higher quality of life abroad. We have seen how much Rabi Lamichhane and his family had to endure to bring about change, which I couldn't tolerate if I was in his place. (From someone doing a PhD abroad)",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Yo video ma college ko homework gardei suni raxu ...ma nih janxu bidesh due to ghar ko pressure,Pro-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
"Like others I left the country, but unlike others my goal is to bring not only money but my expertise and skills for my country. Hope everything goes as planned ✌️✌️",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
kura haru jati share garnu vayo sabai milyo ma seetw ani mero friend group ma manai ho bidesh janna vanni 4 jana ko group bata eklo basney wala xu... thanks it sector is best ho aaile ko nepal ko halat dekherw vanna lai.. mani it nai padhdai xu...tapai bahun vayerw hola kura haru yesto milirako theyo ki ashu nai aayo mero love relation ship seetw ni milyo ani sathi ko mami ko kura ani aru thuprai>>>>,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"31 yr old Nepali - (British national) -  In the UK and other global economies, the rapid advancement of AI and digital systems is transforming the job landscape, leading to significant shifts in employment. Roles traditionally reliant on human input, such as administrative coding, web development, IT administration, social media management, video editing, graphic design, accountancy, and even positions like purchasing managers and administrative staff, are increasingly being automated and AI. This trend has led to notable job reductions across various sectors; for instance, PwC has released 5,000 employees, Citigroup has reduced its workforce by 4,000 to 5,000, and similar actions have been taken by Barclays, HSBC, and numerous other firms within the accounting, technology, and communications industries. In response to these changes, professionals are encouraged to pivot towards careers that are more resistant to AI disruption, focusing on areas where human expertise and creativity remain irreplaceable.",Anti-Migration,Economic Necessity,Collectivist-Nation,Pragmatic
Me watching this after the F1 US visa grant.,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Mayale sansar thamosh nathamosh ….Nepali ra hamro desh Nepal sadhai hunuparcha! Nepal desh rahirahana tapai Hami sabai Ko utikkai dahityoo cha!,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Go go that’s it that’s all,Pro-Migration,Economic Necessity,Individualist-Self,Pragmatic
Nepal ma education sath sathai skills pani provide hunu parxa ani education system ma ni farak lera aayo vane yesle huge change parna sakxa student ko mentality ni badalna sakinxa,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
The main root is government. Government should provide system.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Lastai man chuyo <br>Aafno desh vanya aafno aafno desh ho<br>Janmavumi nepal<br>Karmavumi bahira vayo😢<br><br>Hope chardai nepal aayera basne environment create hos<br>Jasma maile ni kei garna sakum aafno desh Nepal ko lagi😢<br>Jay Nepal 🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"Dai the video the concept and the creation of hope was fabulous. But what you said about IT and outsourcing has some problems with it, the major problem lies in foreign currency direct transactions. Also I don't see government supporting outsourcing, example you gave of Indian economy, in india major part is covered by FDI(Foreign direct investment) and outsourcing, i don't see our government supporting this.",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"A bit emotional😶<br>consumption गर्नु मात्र सफता हाेइन्। विदेश गएर मेराे जीवन त सुखि हाेला तर मेराे समाजमा कस्ताे असर पर्छ, देशमा कस्ताे असर पर्छ ध्यान दिन आवश्यक छ। प्राण भन्दा प्याराे मेराे देश ❤️❤️🇳🇵🇳🇵",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Lasta mah tei maya pani poila hindinxa paisa na bhaye kura kura nai ho risk lina lai capital xa bhane nepal basney gujara garera matra life chaldaina ni hajur just job garera hudaina,Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
Totla bro keep going,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Nepali drubh rathee❤,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Sabai software engineer huna sambav xaen kei agricultural ra natural wise ma pani established priority hunuparyo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
We can do it ma pani khi samaye paxi farkera  afnai desh ma khi garne xu rahara le hoina badataya le desh chodeko ho    love Nepal  my country my soil.💚❤️,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"The data that you have presented in 2:20, the header of the document says Arrival and Departure of Nepali Citizens, can you also please highlight the column header that says ""Number of Departures"". So that the casual viewer (like me XD) can quickly spot the column is representing only Departures. Also in 3:04, the written text says 541, but the narrator says 1541, which is it?",Neutral/Observation,Economic Necessity,Collectivist-Nation,Pragmatic
I'm IT students but i dont hava any idea 😍,Anti-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
माया मुजि मोह ले मात्र के गर्नु देश को माया त लाग्छ नि |,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
purai sunepaxi aakha vari aashu vayo🥺🥺desh kaha jadai xa tw..?,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"परिस्थितिले जन्मभुमिमा कर्म गर्न नसकेपनि, मर्न पाउ।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Mo ta so  lod bedes basne ho tanna kamaune ani bank ko interest khadai basne ho ani sano business garne ho,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
Just think in this era money is everything.choice is ur what u do .i made my decision .,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
अबको १०० बर्षमा नेपाल शक्तिशालि देश मघ्येमा गनिनेछ,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"K garne family ko maya cha. Yha ta eat, sleep, play repeat,stuck in infinity loop bhai.😢 from-🇵🇸",Anti-Migration,Family Obligation,Collectivist-Family,Despairing/Sad
Aama Nepal 😭,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Bro m chai raharle grda bidhes aayee harek nepali short timeko laghi bidesh aawnu nai parchh ..aamako Maya sanggai basda bujnu gharo hunchh bt pardhesh laghee pochi aamako Maya dhesh ko maya dhobbar badheraw janchh so,Trapped/Regretful,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
यो देश छाड्ने हजारौं कारण छन् तर नेपालमा बस्ने एउटै कारण छ माया🤍🌷🇳🇵,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Jhatta herda jindagi dami cha sabai thikxa hajur paisa kai kami cha... m age 35 not leaving country and never in future,Trapped/Regretful,Economic Necessity,Individualist-Self,Despairing/Sad
Tension vayara aayo,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
अाँखा बाट अासु अायाे😥<br>के भयाे यस्तो देश😭,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
Ma pani aafni desh xodna ko laghi tayari gardai xu din rat na vani🙂,Pro-Migration,Economic Necessity,Individualist-Self,Despairing/Sad
Sir 1 video about Nepal Police,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
"I have left my country, it's been 10 years. I agree and I don't and I have my own reason.",Trapped/Regretful,Economic Necessity,Individualist-Self,Pragmatic
"Data scientist,IT,sector ma job garna interest pani hunu paryo ni.....Afnu interest talent pani evaluate garnu parxa...paisa bhandaima ahakha chimlera IT field choose nagareko ramro...",Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
10 Yrs paxi yo comment herna lai xodeko xu..nice content bro,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Last ma ta dhannai royena 🥲,Anti-Migration,Patriotism/Love,Collectivist-Nation,Despairing/Sad
"म तेति जान्छुझै त लगदैना है साथी, तार येति भन्न चाइ मन थम्नै सकीन । <br>भावना 💖 ले मात्रै एकजुट अनी गलत गर्नबाट रोक्ने नै हो बाकी सबै कुरा भौतिक चिज हारुले नै चल्छ।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Think me immature but leaving country is good for our family ❤,Neutral/Observation,Economic Necessity,Collectivist-Family,Pragmatic
Ekai choti sabai sodesh farkera neta haru lai bhagauda kaso hola? Aru le desh banayepaxi farkinxu matra bhanna ta sajilai kura ho afai banauxu bhanne chahiyo.,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
नेपाल एक सति ले सरापेको देश हो। तेही भएर होला धमाधम विदेशिन बाध्य भएका,Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Despairing/Sad
"ok I understand your words.... tapaiko kura ni thik ho ... maile 2022 ma mero +2 sakkeya.... ma euta lower middle class bata belong garxu .. baba yo jyami kaile kam hunxa kaile hunna... thekdar ho.. but kam huda ni poisa time am aaunna... dd ni xa who is also studying... uh aaile BBA paddai xa jasto mimimum fee hami tiiri ra xam 4 lkh for 4years... tara house rent .. khana .. gadi vada.... ghar kharcha.. yeti le savings nai hunna... i have been working from grade 11 afno family ko problem dekhera .... ... maile apply gareko xu bidesh kinaki maile ya kei dekhina... family issue le garera maile ya kei join garne himmat nai aayena... i was good student ra uta full scholarship ma IT padhna paudai xu .... maile nepal ma dherai nai collages khoje kunai ma k vanxa kunai ma k .... maile ya pade vane yearly 6 lakhs samma ma full IT cource padauxu vanne collages haru vete but after scholarships... jaba ki yedi ma bidesh gaye vane free ma padxu ... jane kharcha matra ho... ani tya gara ni aafai kamara sustain garna sakxu ... ma sanga accountant ko experience xa ... ma writer ni ho.... ra Ielts ni padauxu ... but ya kamako poisa ta ussai sakkinxa,,..... ma monthly 25-30k kamauxu after +2 tara teti ho... ya maile garna try na gareko haina.... maile 1 year aafai kamara tirxu vanera ni join garan khojekoho.... tara gahr ma poisa dida ... dd ko fee.... sabbai garda afu lai ta na pugne raixa ,.. ani desh ra baba mumi ko maya na lagne haina tara bidesh na gai kei na na hune raixa... it may hurt but it is true ... uta nai ramro xxa...",Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
Should we stay or leave ko  video ta banyo tara  hajur ley yeuta dedicated video banua nu na nepalmai basera kk garna sakinxa napla ma khulera garna sakine thau ra area haur kk xa kun field xa ra tyo thau ma hamiley aafno time ra effort diye anu sar kati ko income generation garna sakin xa tyo kura lai aajai kasari expand garna sakinxa ra international trade haru gare ra kasari economic growth ra development garna sakin xa aafno desh ko ??????? @IN-Depth Story,Anti-Migration,Patriotism/Love,Collectivist-Nation,Hopeful/Motivated
"I work a tech job in Australia, If i can get a remote job with the same money in Nepal, I will definitely return.",Anti-Migration,Economic Necessity,Individualist-Self,Hopeful/Motivated
Malai pani tei Kanxa dai huna ta mann xa tara k garnu 😢 badyeta xa k garnu,Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
"Migration rokna nepal sarkar ra nepali janata ley even ghatauna sakena vaney, nepal ma basney ani buisness garney lai ekdam garo awasta auney xa . Bcoz business is direct related to population. Outside valley ko lai ta ahiley nai garo awasta aai sakeko xa .",Anti-Migration,Systemic/Political Anger,Collectivist-Nation,Hopeful/Motivated
Nepal ma sabai mahagi ani kaam haru chhaina 10-12  kaam Garda family palnu sakdaina but Europe Australia tira student padhera Pani ramro kamayeko chha,Anti-Migration,Economic Necessity,Collectivist-Family,Despairing/Sad
"नेपालमै बसेर डलर कमाउने चाहिँ अर्ध नेपाली हुन । सोझो हिसाबले हेर्दा उनिहरु नेपालमै बसेपनी, उनिहरुको श्रम र पसिना चाहिँ विदेशिकै लागि बगेको हुन्छ ।<br><br>म आफै यो काम यानिकी (Freelancing) मा सम्लग्न भएको अनुभवले भन्दैछु ।",Anti-Migration,Patriotism/Love,Collectivist-Nation,Pragmatic
100 केजी सुन काण्डको बारेमा निकाल्न पर्यो शर,Neutral/Observation,Systemic/Political Anger,Collectivist-Nation,Pragmatic
8.15 off topic hoina bro maybe personal gayo jasto lagyo 😅😅,Neutral/Observation,Economic Necessity,Individualist-Self,Pragmatic
