"comment","intent","primary_driver","value_orientation","affect"
"Bro, make video on &quot;Why businesses in Nepal aren&#39;t successful over country.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"There is no reason to stay in Nepal except  parents and family.<br><br>￼","Anti-Migration","Family Obligation","Collectivist-Family","Pragmatic"
"12 pass hune bitikai <br>Sab ielts pte garera Australia Canada new Zealand tarfa.","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"my heartbeat is increasing at very faster rate","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Ma pani bachelor (BBA)  sakera baseko kaam xain<br>Kina basnu Nepal","Pro-Migration","Economic Necessity","Individualist-Self","Despairing/Sad"
"100 kilo gold ko barema kina kunai youtuber le nadekhako????🤔🤔🤔","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Make a research video on Michael_kobold pls !","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ke pura nepali ke pura english bolna paroo k bro yr yo nepangaraji aali vayana","Neutral/Observation","Patriotism/Love","Collectivist-Nation","Pragmatic"
"But in trend people are shouting go to your own village? why you came here in cities living agriculture lands and house ?so why because there is nothing provided by the govt?","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Angry/Frustrated"
"nice content very informative","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"we want continuously this type of podcast on this channel","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"I felt it when he says hamro sathi ko circle syanosyano hudai gaxa sav baira gayara","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"Content ko kammi vako ho IDS bro?","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Mailey first time deakhea hoi dai lai ❤️❤️ <br><a href=""http://www.youtube.com/results?search_query=%23realityofournepal"">#realityofournepal</a> 😢","Neutral/Observation","Economic Necessity","Collectivist-Nation","Despairing/Sad"
"You are great brother I appreciate you and your team❤❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Abo tamang controversy barama video yoo chaiyo ???","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"Ma kunai party ko jhole nabhako le ma bahira janu badhya chu","Pro-Migration","Systemic/Political Anger","Individualist-Self","Pragmatic"
"Your interview taste like bitter sirup but i have my uk flight on  August 22","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
"What a reserch dajuu. Hands upp","Neutral/Observation","Economic Necessity","Collectivist-Nation","Hopeful/Motivated"
"Bidesh gayena vane you are a failure. Sad reality.","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"yes bro we want face reveal video.","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"नेपालीहरू विदेश गैरा’को छैन; देश छोडीरा’को छ। This is deep😢","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"Last week, we went to The Sushant Pradhan Podcast, and we talked about IN-Depth Story, Politics, Media, Brain Drain, Movies and many more. <br>Link to the podcast;<br><br><a href=""https://www.youtube.com/watch?v=lk9CCsedKdg"">https://youtu.be/lk9CCsedKdg</a>","Neutral/Observation","Economic Necessity","Collectivist-Nation","Pragmatic"
"I&#39;m studying BBs third year right now . But , Most of my classmates already went to out country after+2 and they almost settle their life there. But , im here in nepal IDK what i have to do ? Our education system is totally frustrating and disappointing for students like me . 😢😡","Neutral/Observation","Economic Necessity","Individualist-Self","Despairing/Sad"
"Watching while premièring","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"full podcast  hari sakya","Neutral/Observation","Economic Necessity","Individualist-Self","Pragmatic"
"I&#39;m 20 but felted manxe bidesh gayrako xain k manxe desh xadi rako xa 😓🥺🩹","Neutral/Observation","Systemic/Political Anger","Collectivist-Nation","Despairing/Sad"
"hlw sir <br>you are a best sir❤","Neutral/Observation","Economic Necessity","Individualist-Self","Hopeful/Motivated"
"Getting ready","Pro-Migration","Economic Necessity","Individualist-Self","Pragmatic"
